Date,Sentiment Index,PUT_CALL_VOLUME_RATIO_CUR_DAY,BEST_PE_RATIO
2022-11-16,56.7,1.414,18.1723
2022-11-17,56.7,1.4008,18.1116
2022-11-18,56.7,1.3733,18.1888
2022-11-21,56.7,1.3339,18.1175
2022-11-22,56.7,1.3818,18.3588
2022-11-23,56.7,1.4915,18.4774
2022-11-24,56.7,1.4915,18.4776
2022-11-25,56.7,1.5806,18.4739
2022-11-28,56.7,1.5455,18.1923
2022-11-29,56.7,1.6028,18.1924
2022-11-30,56.7,1.3186,18.7526
2022-12-01,59.8,1.3172,18.737
2022-12-02,59.8,1.2018,18.7204
2022-12-05,59.8,1.4335,18.3864
2022-12-06,59.8,1.441,18.1205
2022-12-07,59.8,1.3882,18.0842
2022-12-08,59.8,1.2436,18.2336
2022-12-09,59.8,1.4128,18.1039
2022-12-12,59.8,1.3892,18.386
2022-12-13,59.8,1.2652,18.5195
2022-12-14,59.8,1.3642,18.4115
2022-12-15,59.8,1.642,17.9619
2022-12-16,59.8,1.4658,17.7632
2022-12-19,59.8,1.4187,17.5414
2022-12-20,59.8,1.3887,17.5601
2022-12-21,59.8,1.2995,17.8255
2022-12-22,59.8,1.3132,17.5364
2022-12-23,59.8,1.3112,17.6391
2022-12-26,59.8,1.3112,17.6389
2022-12-27,59.8,1.2427,17.5688
2022-12-28,59.8,1.3787,17.3579
2022-12-29,59.8,1.2632,17.6614
2022-12-30,59.8,1.5625,17.6182
2023-01-02,64.9,1.5625,17.6205
2023-01-03,64.9,1.4639,17.5548
2023-01-04,64.9,1.4652,17.6957
2023-01-05,64.9,1.2559,17.5044
2023-01-06,64.9,1.2221,17.9055
2023-01-09,64.9,1.2743,17.9127
2023-01-10,64.9,1.331,18.0342
2023-01-11,64.9,1.3427,18.2738
2023-01-12,64.9,1.3291,18.3439
2023-01-13,64.9,1.4831,18.427
2023-01-16,64.9,1.4831,18.4277
2023-01-17,64.9,1.4409,18.3798
2023-01-18,64.9,1.3896,18.11
2023-01-19,64.9,1.2705,17.9937
2023-01-20,64.9,1.1981,18.3212
2023-01-23,64.9,1.2572,18.5434
2023-01-24,64.9,1.3962,18.5797
2023-01-25,64.9,1.2834,18.6677
2023-01-26,64.9,1.1671,18.8777
2023-01-27,64.9,1.4154,18.9329
2023-01-30,64.9,1.3007,18.6852
2023-01-31,64.9,1.3505,19.033
2023-02-01,66.9,1.2856,19.2045
2023-02-02,66.9,1.2781,19.7446
2023-02-03,66.9,1.3727,19.5581
2023-02-06,66.9,1.3426,19.4476
2023-02-07,66.9,1.1903,19.712
2023-02-08,66.9,1.2791,19.5222
2023-02-09,66.9,1.4002,19.455
2023-02-10,66.9,1.4187,19.5182
2023-02-13,66.9,1.4522,18.7181
2023-02-14,66.9,1.4691,18.7232
2023-02-15,66.9,1.5219,18.8189
2023-02-16,66.9,1.4951,18.577
2023-02-17,66.9,1.6127,18.5216
2023-02-20,66.9,1.6127,18.5313
2023-02-21,66.9,1.3242,18.1655
2023-02-22,66.9,1.5239,18.1501
2023-02-23,66.9,1.423,18.2589
2023-02-24,66.9,1.4514,18.0725
2023-02-27,66.9,1.4548,18.0825
2023-02-28,66.9,1.398,18.0355
2023-03-01,62.0,1.3532,17.9499
2023-03-02,62.0,1.3035,18.0969
2023-03-03,62.0,1.3343,18.3878
2023-03-06,62.0,1.3385,18.4126
2023-03-07,62.0,1.2928,18.1278
2023-03-08,62.0,1.3064,18.1581
2023-03-09,62.0,1.4767,17.8307
2023-03-10,62.0,1.8794,17.579
2023-03-13,62.0,1.5076,17.5518
2023-03-14,62.0,1.404,17.838
2023-03-15,62.0,1.3994,17.7265
2023-03-16,62.0,1.2471,18.0385
2023-03-17,62.0,1.4494,17.8485
2023-03-20,62.0,1.4709,18.0209
2023-03-21,62.0,1.4359,18.2491
2023-03-22,62.0,1.4888,17.9524
2023-03-23,62.0,1.522,18.0261
2023-03-24,62.0,1.495,18.1367
2023-03-27,62.0,1.3761,18.1726
2023-03-28,62.0,1.3909,18.1704
2023-03-29,62.0,1.222,18.4429
2023-03-30,62.0,1.3499,18.5518
2023-03-31,62.0,1.3267,18.8265
2023-04-03,63.7,1.3248,18.9069
2023-04-04,63.7,1.4287,18.8204
2023-04-05,63.7,1.4,18.7746
2023-04-06,63.7,1.5711,18.8434
2023-04-07,63.7,1.5711,18.8429
2023-04-10,63.7,1.5204,18.8719
2023-04-11,63.7,1.4494,18.8848
2023-04-12,63.7,1.3268,18.8259
2023-04-13,63.7,1.2862,19.084
2023-04-14,63.7,1.3457,19.0427
2023-04-17,63.7,1.4859,19.0811
2023-04-18,63.7,1.4516,19.111
2023-04-19,63.7,1.6428,19.1205
2023-04-20,63.7,1.3873,19.0284
2023-04-21,63.7,1.4152,19.0428
2023-04-24,63.7,1.3292,19.0545
2023-04-25,63.7,1.4606,18.7209
2023-04-26,63.7,1.3094,18.6211
2023-04-27,63.7,1.2576,18.9934
2023-04-28,63.7,1.2683,19.1014
2023-05-01,59.0,1.299,19.0853
2023-05-02,59.0,1.4039,18.8742
2023-05-03,59.0,1.3651,18.7333
2023-05-04,59.0,1.3869,18.6065
2023-05-05,59.0,1.2867,18.9437
2023-05-08,59.0,1.448,18.9763
2023-05-09,59.0,1.3443,18.8979
2023-05-10,59.0,1.2882,18.9859
2023-05-11,59.0,1.3924,18.9584
2023-05-12,59.0,1.3778,18.9355
2023-05-15,59.0,1.3684,18.9773
2023-05-16,59.0,1.5042,18.863
2023-05-17,59.0,1.2552,19.133
2023-05-18,59.0,1.172,19.3107
2023-05-19,59.0,1.3828,19.2374
2023-05-22,59.0,1.4466,19.2373
2023-05-23,59.0,1.3783,19.0261
2023-05-24,59.0,1.3234,18.8606
2023-05-25,59.0,1.2149,19.001
2023-05-26,59.0,1.3879,19.2612
2023-05-29,59.0,1.3879,19.2634
2023-05-30,59.0,1.3763,19.2733
2023-05-31,59.0,1.3788,19.1673
2023-06-01,64.2,1.321,19.366
2023-06-02,64.2,1.2049,19.6462
2023-06-05,64.2,1.3204,19.6069
2023-06-06,64.2,1.329,19.6577
2023-06-07,64.2,1.2539,19.5814
2023-06-08,64.2,1.2497,19.6815
2023-06-09,64.2,1.2851,19.7143
2023-06-12,64.2,1.3423,19.9098
2023-06-13,64.2,1.2446,20.0538
2023-06-14,64.2,1.2782,20.0744
2023-06-15,64.2,1.2365,20.3213
2023-06-16,64.2,1.4461,20.257
2023-06-19,64.2,1.4461,20.2565
2023-06-20,64.2,1.5179,20.1267
2023-06-21,64.2,1.4512,20.025
2023-06-22,64.2,1.2404,20.0856
2023-06-23,64.2,1.3399,19.9364
2023-06-26,64.2,1.3825,19.8558
2023-06-27,64.2,1.3551,20.0965
2023-06-28,64.2,1.2052,20.097
2023-06-29,64.2,1.2293,20.1963
2023-06-30,64.2,1.3964,20.4514
2023-07-03,71.5,1.5163,20.4863
2023-07-04,71.5,1.5163,20.4864
2023-07-05,71.5,1.5355,20.476
2023-07-06,71.5,1.3291,20.3098
2023-07-07,71.5,1.3117,20.2596
2023-07-10,71.5,1.2984,20.3351
2023-07-11,71.5,1.2211,20.5644
2023-07-12,71.5,1.2722,20.7348
2023-07-13,71.5,1.3165,20.9108
2023-07-14,71.5,1.4835,20.8931
2023-07-17,71.5,1.5161,20.9912
2023-07-18,71.5,1.3232,21.1662
2023-07-19,71.5,1.334,21.2498
2023-07-20,71.5,1.3823,21.1268
2023-07-21,71.5,1.4301,21.1347
2023-07-24,71.5,1.4448,21.2393
2023-07-25,71.5,1.3369,21.2708
2023-07-26,71.5,1.6036,21.2538
2023-07-27,71.5,1.3739,21.0782
2023-07-28,71.5,1.3073,21.288
2023-07-31,71.5,1.4458,21.3113
2023-08-01,69.4,1.3184,21.2365
2023-08-02,69.4,1.4238,20.9453
2023-08-03,69.4,1.4318,20.8475
2023-08-04,69.4,1.4464,20.7121
2023-08-07,69.4,1.5106,20.8756
2023-08-08,69.4,1.3336,20.7953
2023-08-09,69.4,1.3249,20.6423
2023-08-10,69.4,1.3584,20.6419
2023-08-11,69.4,1.4341,20.6207
2023-08-14,69.4,1.3951,20.7251
2023-08-15,69.4,1.411,20.4792
2023-08-16,69.4,1.4451,20.3244
2023-08-17,69.4,1.5115,20.1561
2023-08-18,69.4,1.613,20.0784
2023-08-21,69.4,1.3206,20.2155
2023-08-22,69.4,1.3017,20.1625
2023-08-23,69.4,1.4755,20.3528
2023-08-24,69.4,1.3443,20.0634
2023-08-25,69.4,1.3931,20.1748
2023-08-28,69.4,1.3717,20.2979
2023-08-29,69.4,1.2369,20.5727
2023-08-30,69.4,1.2967,20.6641
2023-08-31,69.4,1.4628,20.6456
2023-09-01,67.8,1.5441,20.8153
2023-09-04,67.8,1.5441,20.8077
2023-09-05,67.8,1.4481,20.7388
2023-09-06,67.8,1.4635,20.5901
2023-09-07,67.8,1.4323,20.5146
2023-09-08,67.8,1.5341,20.5464
2023-09-11,67.8,1.476,20.6899
2023-09-12,67.8,1.203,20.5771
2023-09-13,67.8,1.4782,20.6067
2023-09-14,67.8,1.4767,20.7889
2023-09-15,67.8,1.4366,20.5445
2023-09-18,67.8,1.4286,20.5617
2023-09-19,67.8,1.3171,20.5188
2023-09-20,67.8,1.4732,20.3239
2023-09-21,67.8,1.4406,19.9965
2023-09-22,67.8,1.5702,19.9565
2023-09-25,67.8,1.5513,20.0288
2023-09-26,67.8,1.3958,19.7399
2023-09-27,67.8,1.3713,19.7346
2023-09-28,67.8,1.353,19.8501
2023-09-29,67.8,1.3492,19.7269
2023-10-02,63.8,1.3557,19.725
2023-10-03,63.8,1.49,19.4626
2023-10-04,63.8,1.4387,19.6201
2023-10-05,63.8,1.3661,19.6153
2023-10-06,63.8,1.2282,19.8472
2023-10-09,63.8,1.3473,19.9883
2023-10-10,63.8,1.3468,20.097
2023-10-11,63.8,1.3499,20.1936
2023-10-12,63.8,1.2104,20.0735
2023-10-13,63.8,1.6912,19.9722
2023-10-16,63.8,1.3987,20.2251
2023-10-17,63.8,1.3046,20.258
2023-10-18,63.8,1.5354,20.016
2023-10-19,63.8,1.3767,19.8549
2023-10-20,63.8,1.2644,19.5899
2023-10-23,63.8,1.3921,19.5586
2023-10-24,63.8,1.2904,19.6787
2023-10-25,63.8,1.3816,19.3765
2023-10-26,63.8,1.3445,19.1227
2023-10-27,63.8,1.5592,19.0243
2023-10-30,63.8,1.3737,19.2591
2023-10-31,63.8,1.3351,19.3949
2023-11-01,61.3,1.3574,19.4874
2023-11-02,61.3,1.1985,19.8546
2023-11-03,61.3,1.1722,20.051
2023-11-06,61.3,1.4216,20.2415
2023-11-07,61.3,1.1977,20.2907
2023-11-08,61.3,1.214,20.3265
2023-11-09,61.3,1.3644,20.1767
2023-11-10,61.3,1.2363,20.4932
2023-11-13,61.3,1.3538,20.4586
2023-11-14,61.3,1.131,20.849
2023-11-15,61.3,1.3816,20.8744
2023-11-16,61.3,1.3955,20.8952
2023-11-17,61.3,1.4588,20.9019
2023-11-20,61.3,1.3162,21.0522
2023-11-21,61.3,1.3149,20.9929
2023-11-22,61.3,1.2183,21.0765
2023-11-23,61.3,1.2183,21.0787
2023-11-24,61.3,1.6523,21.092
2023-11-27,61.3,1.4489,21.0504
2023-11-28,61.3,1.3059,21.1003
2023-11-29,61.3,1.2425,21.02
2023-11-30,61.3,1.2294,21.1045
2023-12-01,69.7,1.1973,21.233
2023-12-04,69.7,1.2455,21.1186
2023-12-05,69.7,1.2695,21.1067
2023-12-06,69.7,1.2261,21.0257
2023-12-07,69.7,1.3186,21.2075
2023-12-08,69.7,1.2494,21.3006
2023-12-11,69.7,1.439,21.401
2023-12-12,69.7,1.4873,21.5031
2023-12-13,69.7,1.1378,21.8026
2023-12-14,69.7,1.2771,21.8717
2023-12-15,69.7,1.4808,21.8725
2023-12-18,69.7,1.4291,21.9792
2023-12-19,69.7,1.2347,22.1117
2023-12-20,69.7,1.5558,21.788
2023-12-21,69.7,1.3045,22.0121
2023-12-22,69.7,1.3211,22.0541
2023-12-25,69.7,1.3211,22.0501
2023-12-26,69.7,1.396,22.1432
2023-12-27,69.7,1.3262,22.1666
2023-12-28,69.7,1.2494,22.1792
2023-12-29,69.7,1.3283,22.1161
2024-01-01,79.0,,
