Dates,LBUSTRUU_CUMULATIVE_TOT_RETURN_GROSS_DVDS,SPX_CUMULATIVE_TOT_RETURN_GROSS_DVDS
3/19/2019,33.0413,213.5806
3/20/2019,33.511,212.6716
3/21/2019,33.5992,216.0818
3/22/2019,34.198,210.108
3/25/2019,34.5041,209.8713
3/26/2019,34.5757,212.0977
3/27/2019,34.8537,210.652
3/28/2019,34.7655,211.8164
3/29/2019,34.6389,213.9303
4/1/2019,34.1354,217.5642
4/2/2019,34.2478,217.5824
4/3/2019,34.0318,218.2647
4/4/2019,34.1123,219.0008
4/5/2019,34.2408,220.4823
4/8/2019,34.1641,220.8243
4/9/2019,34.3098,218.975
4/10/2019,34.4721,220.1111
4/11/2019,34.3462,220.1274
4/12/2019,34.0823,222.2749
4/15/2019,34.1513,222.0795
4/16/2019,33.9238,222.2435
4/17/2019,33.9551,221.5427
4/18/2019,34.166,222.0583
4/19/2019,34.166,222.0583
4/22/2019,33.973,222.3928
4/23/2019,34.1328,225.2595
4/24/2019,34.4753,224.547
4/25/2019,34.4268,224.4273
4/26/2019,34.6709,225.9571
4/29/2019,34.4657,226.3219
4/30/2019,34.6734,226.6411
5/1/2019,34.7086,224.1934
5/2/2019,34.4038,223.5184
5/3/2019,34.5865,226.6684
5/6/2019,34.7776,225.2349
5/7/2019,35.0556,219.8671
5/8/2019,34.8511,219.3625
5/9/2019,34.9527,218.5092
5/10/2019,35.0064,219.8033
5/13/2019,35.3144,212.0989
5/14/2019,35.262,214.6363
5/15/2019,35.5336,216.5359
5/16/2019,35.379,219.4441
5/17/2019,35.4537,217.6113
5/20/2019,35.3221,215.4729
5/21/2019,35.2358,218.1614
5/22/2019,35.4263,217.2686
5/23/2019,36.0397,213.5219
5/24/2019,35.8129,213.9927
5/27/2019,35.8129,213.9927
5/28/2019,36.1944,211.3657
5/29/2019,36.351,209.2221
5/30/2019,36.498,209.9123
5/31/2019,37.0642,205.8834
6/3/2019,37.4923,205.0405
6/4/2019,37.2111,211.5938
6/5/2019,37.1964,214.1755
6/6/2019,37.1945,216.189
6/7/2019,37.5562,219.5385
6/10/2019,37.2469,221.0289
6/11/2019,37.291,220.9332
6/12/2019,37.3741,220.2853
6/13/2019,37.6387,221.693
6/14/2019,37.5856,221.2178
6/17/2019,37.6604,221.5194
6/18/2019,37.9231,224.6512
6/19/2019,38.2745,225.6215
6/20/2019,38.6139,228.7362
6/21/2019,38.1915,228.3425
6/24/2019,38.5723,227.7738
6/25/2019,38.6874,224.6612
6/26/2019,38.3353,224.2605
6/27/2019,38.7104,225.5492
6/28/2019,38.7851,227.439
7/1/2019,38.6164,229.9535
7/2/2019,39.0024,230.9324
7/3/2019,39.2197,233.5512
7/4/2019,39.2197,233.5512
7/5/2019,38.58,232.9844
7/8/2019,38.7142,231.3793
7/9/2019,38.5372,231.8859
7/10/2019,38.557,233.3862
7/11/2019,38.1832,234.1494
7/12/2019,38.2841,235.7253
7/15/2019,38.419,235.7843
7/16/2019,38.2375,234.6514
7/17/2019,38.6759,232.4707
7/18/2019,38.8542,233.6957
7/19/2019,38.8043,231.6484
7/22/2019,38.9059,232.5944
7/23/2019,38.7372,234.8777
7/24/2019,38.9372,236.4616
7/25/2019,38.7711,234.6924
7/26/2019,38.7615,237.1694
7/29/2019,38.9519,236.6259
7/30/2019,38.8887,235.791
7/31/2019,39.0906,232.1452
8/1/2019,39.9923,229.1893
8/2/2019,40.1259,226.8218
8/5/2019,40.8206,217.1053
8/6/2019,40.8583,221.2573
8/7/2019,41.2327,221.5126
8/8/2019,41.0359,227.6274
8/9/2019,40.9273,225.5117
8/12/2019,41.597,221.6754
8/13/2019,41.28,226.4358
8/14/2019,41.8846,216.9677
8/15/2019,42.2706,217.8095
8/16/2019,42.2706,222.4468
8/19/2019,41.8411,226.3687
8/20/2019,42.1415,223.8096
8/21/2019,42.059,226.4935
8/22/2019,41.8085,226.3368
8/23/2019,42.3894,217.8721
8/26/2019,42.2233,221.4025
8/27/2019,42.6604,220.3753
8/28/2019,42.8361,222.484
8/29/2019,42.5645,226.6302
8/30/2019,42.6949,226.884
9/2/2019,42.6949,226.884
9/3/2019,42.955,224.6513
9/4/2019,43.0579,228.1987
9/5/2019,42.2744,232.5452
9/6/2019,42.4757,232.8605
9/9/2019,42.0086,232.8556
9/10/2019,41.3631,232.9744
9/11/2019,41.2359,235.3987
9/12/2019,40.8659,236.4157
9/13/2019,40.1131,236.2653
9/16/2019,40.5688,235.2211
9/17/2019,40.7432,236.0881
9/18/2019,40.9733,236.2048
9/19/2019,41.1663,236.2315
9/20/2019,41.3407,234.6016
9/23/2019,41.6916,234.5692
9/24/2019,42.1332,231.7786
9/25/2019,41.4027,233.8219
9/26/2019,41.7747,233.0314
9/27/2019,41.8692,231.3082
9/30/2019,41.9351,232.9982
10/1/2019,42.1728,228.9306
10/2/2019,42.3958,223.0417
10/3/2019,42.854,225.6971
10/4/2019,43.0247,230.3292
10/7/2019,42.7575,228.851
10/8/2019,42.8413,223.742
10/9/2019,42.5134,226.7916
10/10/2019,42.0514,228.8951
10/11/2019,41.5536,232.5242
10/14/2019,41.5536,232.063
10/15/2019,41.519,235.3694
10/16/2019,41.6724,234.7211
10/17/2019,41.6232,235.6717
10/18/2019,41.6941,234.3647
10/21/2019,41.4583,236.6726
10/22/2019,41.6673,235.4818
10/23/2019,41.7025,236.4489
10/24/2019,41.689,237.0967
10/25/2019,41.4788,238.475
10/28/2019,41.2065,240.3642
10/29/2019,41.3516,240.0848
10/30/2019,41.6066,241.2196
10/31/2019,42.3626,240.2101
11/1/2019,42.1472,243.5273
11/4/2019,41.8105,244.8044
11/5/2019,41.2679,244.3977
11/6/2019,41.652,244.6647
11/7/2019,40.9292,245.7664
11/8/2019,40.9068,246.7148
11/11/2019,40.9068,246.0344
11/12/2019,41.1369,246.5938
11/13/2019,41.3861,246.8531
11/14/2019,41.7619,247.2312
11/15/2019,41.6628,249.9649
11/18/2019,41.8411,250.1466
11/19/2019,41.9932,249.9603
11/20/2019,42.2687,248.7141
11/21/2019,42.052,248.1835
11/22/2019,42.0731,248.945
11/25/2019,42.2246,251.6061
11/26/2019,42.4553,252.3875
11/27/2019,42.2821,253.9011
11/28/2019,42.2821,253.9011
11/29/2019,42.2897,252.5597
12/2/2019,41.8347,249.5285
12/3/2019,42.7307,247.2199
12/4/2019,42.268,249.4526
12/5/2019,42.2048,250.073
12/6/2019,41.9779,253.2879
12/9/2019,42.1121,252.1997
12/10/2019,42.1402,251.8255
12/11/2019,42.4476,252.8524
12/12/2019,41.7497,255.9283
12/13/2019,42.3933,256.016
12/16/2019,41.9932,258.5709
12/17/2019,42.0507,258.6937
12/18/2019,41.8552,258.5689
12/19/2019,41.9926,260.1804
12/20/2019,41.9645,261.9801
12/23/2019,41.8584,262.2936
12/24/2019,42.0424,262.247
12/25/2019,42.0424,262.247
12/26/2019,42.0948,264.1257
12/27/2019,42.3875,264.1435
12/30/2019,42.3057,262.0854
12/31/2019,42.1907,263.175
1/1/2020,42.1907,263.175
1/2/2020,42.3946,266.2632
1/3/2020,42.9544,263.7157
1/6/2020,42.769,265.002
1/7/2020,42.6374,263.9976
1/8/2020,42.2993,265.7947
1/9/2020,42.5141,268.3255
1/10/2020,42.8291,267.2748
1/13/2020,42.732,269.838
1/14/2020,42.9167,269.3132
1/15/2020,43.1224,270.0108
1/16/2020,43.0426,273.1203
1/17/2020,42.909,274.569
1/20/2020,42.909,274.569
1/21/2020,43.3851,273.5827
1/22/2020,43.4688,273.7045
1/23/2020,43.6701,274.1577
1/24/2020,44.0376,270.7847
1/27/2020,44.4236,264.952
1/28/2020,44.2248,268.6283
1/29/2020,44.5712,268.3171
1/30/2020,44.7131,269.5275
1/31/2020,44.9271,263.0154
2/3/2020,44.9661,265.6536
2/4/2020,44.4185,271.1325
2/5/2020,44.191,275.3155
2/6/2020,44.336,276.6267
2/7/2020,44.8294,274.6668
2/10/2020,45.0249,277.4683
2/11/2020,44.8025,278.1208
2/12/2020,44.5622,280.5766
2/13/2020,44.6549,280.0781
2/14/2020,44.869,280.8408
2/17/2020,44.869,280.8408
2/18/2020,45.115,279.7525
2/19/2020,45.0294,281.6045
2/20/2020,45.3106,280.1667
2/21/2020,45.6998,276.1816
2/24/2020,46.2129,263.6214
2/25/2020,46.4813,252.6184
2/26/2020,46.5593,251.2884
2/27/2020,46.5037,235.8441
2/28/2020,47.5358,233.1315
3/2/2020,47.7403,248.4766
3/3/2020,48.1959,238.6931
3/4/2020,48.3966,253.0051
3/5/2020,48.773,241.1033
3/6/2020,50.308,235.2968
3/9/2020,50.8148,209.8589
3/10/2020,48.5397,225.1738
3/11/2020,47.6572,209.3054
3/12/2020,46.459,179.9482
3/13/2020,45.5483,206.041
3/16/2020,46.8149,169.3776
3/17/2020,44.683,185.5365
3/18/2020,41.6948,170.7386
3/19/2020,41.3158,172.0335
3/20/2020,42.2111,160.2834
3/23/2020,43.6656,152.6595
3/24/2020,44.1354,176.3903
3/25/2020,44.6185,179.5795
3/26/2020,45.3553,197.0425
3/27/2020,45.9867,187.0366
3/30/2020,46.8073,196.705
3/31/2020,46.6673,191.9836
4/1/2020,46.822,179.0963
4/2/2020,46.9165,185.5147
4/3/2020,47.0533,181.2314
4/6/2020,46.8264,201.0138
4/7/2020,46.8705,200.5352
4/8/2020,47.0137,210.8438
4/9/2020,47.8956,215.3872
4/10/2020,47.8956,215.3872
4/13/2020,48.1563,212.2069
4/14/2020,48.3154,221.7902
4/15/2020,49.0235,214.7211
4/16/2020,49.283,216.5535
4/17/2020,48.9283,225.0481
4/20/2020,49.0107,219.2363
4/21/2020,49.2446,209.4515
4/22/2020,49.0651,216.5562
4/23/2020,49.2242,216.4123
4/24/2020,49.2849,220.8233
4/27/2020,48.8625,225.5494
4/28/2020,49.2235,223.8451
4/29/2020,49.2478,232.4656
4/30/2020,49.2747,229.4141
5/1/2020,49.1008,220.2076
5/4/2020,49.0325,221.5701
5/5/2020,48.9206,224.4773
5/6/2020,48.4631,222.2376
5/7/2020,49.0408,226.0593
5/8/2020,48.6113,231.6228
5/11/2020,48.1557,231.6845
5/12/2020,48.5513,224.9262
5/13/2020,48.8113,219.2749
5/14/2020,49.0989,223.022
5/15/2020,49.104,224.3253
5/18/2020,48.6388,234.5801
5/19/2020,48.9935,231.1026
5/20/2020,49.4843,236.6776
5/21/2020,49.5482,234.0834
5/22/2020,49.63,234.9266
5/25/2020,49.63,234.9266
5/26/2020,49.4811,239.0486
5/27/2020,49.6281,244.0819
5/28/2020,49.4958,243.3966
5/29/2020,49.9693,245.104
6/1/2020,49.8767,246.4144
6/2/2020,49.9009,249.2696
6/3/2020,49.6095,254.0725
6/4/2020,49.313,252.9572
6/5/2020,49.2338,262.2134
6/8/2020,49.5181,266.5816
6/9/2020,49.8217,263.7479
6/10/2020,50.2831,261.8169
6/11/2020,50.5592,240.5318
6/12/2020,50.3087,245.0814
6/15/2020,50.3419,247.9622
6/16/2020,50.3291,254.566
6/17/2020,50.3738,253.2895
6/18/2020,50.593,253.5115
6/19/2020,50.6103,251.5804
6/22/2020,50.602,253.8642
6/23/2020,50.5183,255.3884
6/24/2020,50.5777,246.2009
6/25/2020,50.6269,250.0134
6/26/2020,50.9202,241.5377
6/29/2020,50.9158,246.596
6/30/2020,50.9145,251.9652
7/1/2020,50.8704,253.7433
7/2/2020,51.0979,255.427
7/3/2020,51.0979,255.427
7/6/2020,51.1759,261.0738
7/7/2020,51.4647,257.1693
7/8/2020,51.489,259.9699
7/9/2020,51.9153,258.0405
7/10/2020,51.7306,261.7888
7/13/2020,51.7504,258.4015
7/14/2020,51.9626,263.254
7/15/2020,51.9383,266.5606
7/16/2020,52.1594,265.3231
7/17/2020,52.0859,266.3828
7/20/2020,52.2572,269.463
7/21/2020,52.4827,270.0892
7/22/2020,52.6444,272.2251
7/23/2020,52.7754,267.667
7/24/2020,52.7122,265.3987
7/27/2020,52.6093,268.1029
7/28/2020,52.8023,265.7243
7/29/2020,52.808,270.2702
7/30/2020,53.093,268.9398
7/31/2020,53.1685,271.8096
8/3/2020,53.0157,274.4914
8/4/2020,53.3864,275.8444
8/5/2020,53.2605,278.261
8/6/2020,53.426,280.7352
8/7/2020,53.3269,281.0549
8/10/2020,53.249,282.105
8/11/2020,52.5671,279.0621
8/12/2020,52.4367,284.4242
8/13/2020,52.0303,283.733
8/14/2020,51.937,283.6953
8/17/2020,52.0559,284.7439
8/18/2020,52.1313,285.6914
8/19/2020,52.0974,284.0563
8/20/2020,52.2802,285.2817
8/21/2020,52.3447,286.6315
8/24/2020,52.3383,290.5599
8/25/2020,52.0654,291.9687
8/26/2020,51.9594,295.9679
8/27/2020,51.4647,296.656
8/28/2020,51.5746,299.366
8/31/2020,51.9319,298.5363
9/1/2020,52.2131,301.5429
9/2/2020,52.5307,307.7549
9/3/2020,52.7032,293.508
9/4/2020,51.8053,290.3076
9/7/2020,51.8053,290.3076
9/8/2020,52.0642,279.4909
9/9/2020,51.8942,287.1569
9/10/2020,52.052,280.368
9/11/2020,52.183,280.5888
9/14/2020,52.2335,285.5583
9/15/2020,52.153,287.5765
9/16/2020,52.0993,285.8008
9/17/2020,52.1805,282.5613
9/18/2020,52.0418,278.2891
9/21/2020,52.0827,273.9309
9/22/2020,52.1555,277.8639
9/23/2020,52.0328,268.9272
9/24/2020,51.9996,270.0482
9/25/2020,51.9063,275.9727
9/28/2020,51.9025,282.0298
9/29/2020,52.0731,280.2389
9/30/2020,51.8488,283.3912
10/1/2020,51.8954,285.4615
10/2/2020,51.7734,281.7733
10/5/2020,51.3721,288.6773
10/6/2020,51.6564,283.2557
10/7/2020,51.3516,289.934
10/8/2020,51.5382,293.1752
10/9/2020,51.5101,296.6391
10/12/2020,51.5101,303.1514
10/13/2020,51.9357,300.6088
10/14/2020,51.983,297.995
10/15/2020,51.8897,297.3977
10/16/2020,51.8705,297.4586
10/19/2020,51.7612,290.9682
10/20/2020,51.4481,292.8239
10/21/2020,51.3452,291.9705
10/22/2020,51.1522,294.0489
10/23/2020,51.2308,295.4144
10/26/2020,51.5274,288.0668
10/27/2020,51.7344,286.8984
10/28/2020,51.6424,273.2461
10/29/2020,51.2762,277.7364
10/30/2020,51.1708,273.1953
11/2/2020,51.2883,277.7973
11/3/2020,51.1465,284.5254
11/4/2020,52.0622,293.0037
11/5/2020,52.2092,300.7263
11/6/2020,51.9057,300.6625
11/9/2020,51.1771,305.386
11/10/2020,51.0723,304.8858
11/11/2020,51.0723,307.9839
11/12/2020,51.691,303.9965
11/13/2020,51.6954,309.5327
11/16/2020,51.7063,314.309
11/17/2020,51.9977,312.3829
11/18/2020,52.0514,307.6894
11/19/2020,52.3543,309.3255
11/20/2020,52.592,306.5488
11/23/2020,52.4303,308.8863
11/24/2020,52.2584,315.5005
11/25/2020,52.2361,314.8571
11/26/2020,52.2361,314.8571
11/27/2020,52.5441,315.8924
11/30/2020,52.654,314.046
12/1/2020,52.107,318.726
12/2/2020,51.9894,319.5161
12/3/2020,52.2955,319.332
12/4/2020,51.9101,323.0623
12/7/2020,52.2258,322.244
12/8/2020,52.2853,323.432
12/9/2020,51.9977,320.0867
12/10/2020,52.3466,319.577
12/11/2020,52.4367,319.0561
12/14/2020,52.4853,317.3047
12/15/2020,52.3351,322.7025
12/16/2020,52.4022,323.4527
12/17/2020,52.415,325.9114
12/18/2020,52.3153,324.4473
12/21/2020,52.3479,322.8025
12/22/2020,52.5613,321.9557
12/23/2020,52.3422,322.2769
12/24/2020,52.5313,323.8035
12/25/2020,52.5313,323.8035
12/28/2020,52.5946,327.5002
12/29/2020,52.6233,326.548
12/30/2020,52.7243,327.1668
12/31/2020,52.8643,329.9511
1/1/2021,52.8643,329.9511
1/4/2021,52.7754,323.6306
1/5/2021,52.399,326.6825
1/6/2021,51.675,329.125
1/7/2021,51.5785,335.5535
1/8/2021,51.4225,338.0013
1/11/2021,51.2775,335.1303
1/12/2021,51.2353,335.3113
1/13/2021,51.7261,336.3099
1/14/2021,51.505,334.7223
1/15/2021,51.705,331.6033
1/18/2021,51.705,331.6033
1/19/2021,51.859,335.1313
1/20/2021,51.8974,341.1957
1/21/2021,51.6718,341.3716
1/22/2021,51.7223,340.0479
1/25/2021,52.0597,341.6391
1/26/2021,52.0194,340.9834
1/27/2021,52.0642,329.6604
1/28/2021,51.9057,333.8985
1/29/2021,51.7683,325.5753
2/1/2021,51.8392,332.4077
2/2/2021,51.6238,338.4219
2/3/2021,51.3586,338.8641
2/4/2021,51.3631,343.6716
2/5/2021,51.172,345.4475
2/8/2021,51.3299,348.7535
2/9/2021,51.3638,348.3306
2/10/2021,51.5849,348.187
2/11/2021,51.4194,349.0233
2/12/2021,50.9822,351.1606
2/15/2021,50.9822,351.1606
2/16/2021,50.3828,350.9599
2/17/2021,50.6141,350.889
2/18/2021,50.5841,348.9144
2/19/2021,50.1195,348.1081
2/22/2021,49.7444,344.68
2/23/2021,49.6747,345.2478
2/24/2021,49.5066,350.3075
2/25/2021,48.3353,339.3475
2/26/2021,49.5769,337.3109
3/1/2021,49.3181,347.726
3/2/2021,49.4753,344.1102
3/3/2021,48.9935,338.3308
3/4/2021,48.5212,332.5256
3/5/2021,48.3838,340.9768
3/8/2021,47.9435,338.6185
3/9/2021,48.3602,344.8675
3/10/2021,48.5544,347.5746
3/11/2021,48.5314,352.2581
3/12/2021,47.7492,352.8274
3/15/2021,47.8905,355.7879
3/16/2021,47.847,355.0848
3/17/2021,47.7352,356.3994
3/18/2021,47.2757,349.6844
3/19/2021,47.3422,349.4612
3/22/2021,47.7134,352.6199
3/23/2021,48.0937,349.1661
3/24/2021,48.2592,346.7365
3/25/2021,48.0752,349.0929
3/26/2021,47.8572,356.5653
3/29/2021,47.6169,356.169
3/30/2021,47.7205,354.776
3/31/2021,47.709,356.4595
4/1/2021,48.1959,361.8583
4/2/2021,47.8515,361.8583
4/5/2021,48.0138,368.5884
4/6/2021,48.4062,368.1535
4/7/2021,48.2586,368.8533
4/8/2021,48.6024,370.9412
4/9/2021,48.4375,374.5822
4/12/2021,48.4094,374.4966
4/13/2021,48.7685,376.0598
4/14/2021,48.6976,374.1714
4/15/2021,49.2702,379.442
4/16/2021,48.9507,381.1722
4/19/2021,48.8241,378.6189
4/20/2021,49.0408,375.3789
4/21/2021,49.1443,379.8029
4/22/2021,49.2165,375.4221
4/23/2021,49.1424,380.6344
4/26/2021,49.0727,381.4909
4/27/2021,48.7353,381.3909
4/28/2021,48.8209,380.9866
4/29/2021,48.7321,384.2655
4/30/2021,48.8759,380.8199
5/3/2021,48.9539,382.1429
5/4/2021,49.0823,378.923
5/5/2021,49.2063,379.2626
5/6/2021,49.2932,383.2515
5/7/2021,49.2894,386.8958
5/10/2021,48.998,381.8254
5/11/2021,48.7097,377.6509
5/12/2021,48.2317,367.4702
5/13/2021,48.4279,373.241
5/14/2021,48.7353,380.3377
5/17/2021,48.6554,379.1236
5/18/2021,48.619,375.1017
5/19/2021,48.3793,373.7705
5/20/2021,48.7558,378.8135
5/21/2021,48.8452,378.4578
5/24/2021,49.0619,383.2478
5/25/2021,49.4555,382.227
5/26/2021,49.3533,383.1385
5/27/2021,49.175,383.7449
5/28/2021,49.3622,384.1768
5/31/2021,49.3622,384.1768
6/1/2021,49.152,383.9534
6/2/2021,49.2574,384.7046
6/3/2021,48.996,383.0239
6/4/2021,49.5488,387.2963
6/7/2021,49.46,386.9197
6/8/2021,49.7201,387.0155
6/9/2021,50.053,386.1463
6/10/2021,50.3445,388.4309
6/11/2021,50.2524,389.3926
6/14/2021,49.9278,390.4022
6/15/2021,49.9208,389.4327
6/16/2021,49.4734,386.801
6/17/2021,49.9438,386.6026
6/18/2021,50.4237,380.2403
6/21/2021,49.9853,386.9871
6/22/2021,50.1802,389.4826
6/23/2021,50.0339,388.9537
6/24/2021,50.0754,391.8376
6/25/2021,49.8038,393.4839
6/28/2021,50.2032,394.6263
6/29/2021,50.285,394.8068
6/30/2021,50.4116,395.4783
7/1/2021,50.3445,398.0988
7/2/2021,50.6058,401.8986
7/5/2021,50.6058,401.8986
7/6/2021,51.1458,400.9064
7/7/2021,51.4149,402.5898
7/8/2021,51.6008,398.3862
7/9/2021,51.066,404.0137
7/12/2021,51.041,405.7532
7/13/2021,50.68,403.9755
7/14/2021,51.1848,404.6241
7/15/2021,51.5318,402.9886
7/16/2021,51.4277,399.1966
7/19/2021,52.1849,391.2829
7/20/2021,52.0079,398.7467
7/21/2021,51.5216,402.8574
7/22/2021,51.8891,403.91
7/23/2021,51.7203,409.0441
7/26/2021,51.6347,410.2628
7/27/2021,52.0015,407.8601
7/28/2021,52.0916,407.7698
7/29/2021,51.8629,409.965
7/30/2021,52.0936,407.2475
8/2/2021,52.4617,406.3148
8/3/2021,52.4674,410.4686
8/4/2021,52.4655,408.1094
8/5/2021,52.1262,411.1967
8/6/2021,51.4519,412.1137
8/9/2021,51.2474,411.671
8/10/2021,51.0097,412.179
8/11/2021,51.1107,413.4636
8/12/2021,51.0647,415.1146
8/13/2021,51.6181,415.9629
8/16/2021,51.7811,417.3302
8/17/2021,51.6705,413.7097
8/18/2021,51.7076,408.2855
8/19/2021,51.9025,408.9574
8/20/2021,51.8635,413.1267
8/23/2021,51.9491,417.5466
8/24/2021,51.6929,418.3229
8/25/2021,51.3842,419.4807
8/26/2021,51.4526,416.4747
8/27/2021,51.7881,421.0404
8/30/2021,51.9958,423.3169
8/31/2021,51.8041,422.6712
9/1/2021,51.8079,422.8689
9/2/2021,51.9645,424.4335
9/3/2021,51.7012,424.2705
9/6/2021,51.7012,424.2705
9/7/2021,51.3516,422.5061
9/8/2021,51.59,421.835
9/9/2021,52.0118,419.4751
9/10/2021,51.7344,415.4858
9/13/2021,51.9523,416.6636
9/14/2021,52.3396,413.8212
9/15/2021,52.1843,418.1891
9/16/2021,51.9114,417.4012
9/17/2021,51.6916,412.6899
9/20/2021,52.1146,403.989
9/21/2021,52.0827,403.6027
9/22/2021,52.2054,408.3968
9/23/2021,51.3574,414.5858
9/24/2021,51.0883,415.3452
9/27/2021,50.8966,413.9254
9/28/2021,50.3374,403.4864
9/29/2021,50.4588,404.3262
9/30/2021,50.4895,398.3545
10/1/2021,50.9075,404.0846
10/4/2021,50.772,397.5631
10/5/2021,50.4071,402.8572
10/6/2021,50.4556,404.9222
10/7/2021,50.0697,409.228
10/8/2021,49.738,408.2618
10/11/2021,49.738,404.7722
10/12/2021,50.0505,403.5523
10/13/2021,50.3419,405.0836
10/14/2021,50.6084,413.7588
10/15/2021,50.2345,417.5924
10/18/2021,50.2007,419.3392
10/19/2021,49.823,423.1866
10/20/2021,49.6798,425.1087
10/21/2021,49.3763,426.7206
10/22/2021,49.6734,426.1639
10/25/2021,49.7853,428.6644
10/26/2021,50.0377,429.6284
10/27/2021,50.6576,426.9619
10/28/2021,50.3879,432.1684
10/29/2021,50.448,433.2649
11/1/2021,50.3016,434.2299
11/2/2021,50.5585,436.1968
11/3/2021,50.2588,439.6613
11/4/2021,50.7797,441.9893
11/5/2021,51.4123,444.067
11/8/2021,51.1196,444.5554
11/9/2021,51.5619,442.689
11/10/2021,50.5202,438.3457
11/11/2021,50.5202,438.6423
11/12/2021,50.2767,442.5817
11/15/2021,49.7897,442.5981
11/16/2021,49.6913,444.7255
11/17/2021,50.0006,443.4154
11/18/2021,50.14,445.3032
11/19/2021,50.4135,444.5534
11/22/2021,49.7373,442.8624
11/23/2021,49.1526,443.7691
11/24/2021,49.4843,445.0397
11/25/2021,49.4843,445.0397
11/26/2021,50.6052,432.6662
11/29/2021,50.4531,439.7224
11/30/2021,50.8934,429.5585
12/1/2021,51.0302,423.3471
12/2/2021,50.8129,430.8583
12/3/2021,51.388,426.3984
12/6/2021,50.9094,432.5885
12/7/2021,50.6244,443.6242
12/8/2021,50.1821,445.3129
12/9/2021,50.3183,441.4621
12/10/2021,50.3042,446.6384
12/13/2021,50.8263,441.6561
12/14/2021,50.6269,437.688
12/15/2021,50.3419,446.489
12/16/2021,50.6039,441.727
12/17/2021,50.8327,436.1717
12/20/2021,50.6365,430.0707
12/21/2021,50.3822,439.5343
12/22/2021,50.5668,445.0833
12/23/2021,50.2716,448.4855
12/24/2021,50.2716,448.4855
12/27/2021,50.4358,456.0794
12/28/2021,50.416,455.5176
12/29/2021,49.961,456.2983
12/30/2021,50.2857,454.6864
12/31/2021,50.5074,453.2556
1/3/2022,49.2906,456.7853
1/4/2022,49.2223,456.4721
1/5/2022,48.8005,445.7221
1/6/2022,48.6037,445.2351
1/7/2022,48.1998,443.1262
1/10/2022,48.0617,442.3436
1/11/2022,48.3295,447.3114
1/12/2022,48.2886,448.862
1/13/2022,48.5404,441.1034
1/14/2022,47.7639,441.5553
1/17/2022,47.7639,441.5553
1/18/2022,46.8552,431.6061
1/19/2022,47.2246,426.4654
1/20/2022,47.385,420.6947
1/21/2022,47.8368,410.8511
1/24/2022,47.6936,412.267
1/25/2022,47.5639,406.0337
1/26/2022,46.8239,405.282
1/27/2022,47.1996,402.5939
1/28/2022,47.307,414.8914
1/31/2022,47.2648,424.6254
2/1/2022,47.1683,428.2283
2/2/2022,47.3728,433.211
2/3/2022,46.8935,420.2294
2/4/2022,45.9119,422.9999
2/7/2022,45.9848,421.076
2/8/2022,45.6001,425.4582
2/9/2022,45.655,433.1525
2/10/2022,44.4121,423.561
2/11/2022,45.3157,413.6502
2/14/2022,44.5412,411.7142
2/15/2022,44.2357,419.841
2/16/2022,44.3961,420.369
2/17/2022,44.7105,409.3998
2/18/2022,44.9732,405.8243
2/21/2022,44.9732,405.8243
2/22/2022,44.8537,400.7005
2/23/2022,44.2184,391.4835
2/24/2022,44.322,398.8754
2/25/2022,44.49,410.0916
2/28/2022,45.6218,408.9022
3/1/2022,46.4705,401.0413
3/2/2022,44.7035,410.3986
3/3/2022,45.1662,407.7812
3/4/2022,45.8583,403.787
3/7/2022,45.2141,388.9233
3/8/2022,44.4261,385.3987
3/9/2022,44.0299,397.9488
3/10/2022,43.373,395.8571
3/11/2022,43.2982,389.4588
3/14/2022,41.9657,385.9329
3/15/2022,42.0047,396.3478
3/16/2022,42.2111,407.4698
3/17/2022,42.3204,413.7661
3/18/2022,42.7377,419.7636
3/21/2022,41.4456,419.5646
3/22/2022,40.9579,425.4378
3/23/2022,41.7434,419.0185
3/24/2022,41.2065,426.508
3/25/2022,40.1431,429.1794
3/28/2022,40.3943,432.9611
3/29/2022,41.0378,439.4933
3/30/2022,41.4833,436.1538
3/31/2022,41.5759,427.797
4/1/2022,41.197,429.5981
4/4/2022,41.2813,433.8866
4/5/2022,40.0473,427.2698
4/6/2022,39.6287,422.1482
4/7/2022,39.3673,424.435
4/8/2022,38.6299,423.054
4/11/2022,37.9997,414.2263
4/12/2022,38.4087,412.4863
4/13/2022,38.5302,418.3106
4/14/2022,37.6559,412.0162
4/15/2022,37.6559,412.0162
4/18/2022,37.238,411.9113
4/19/2022,36.4066,420.139
4/20/2022,37.1511,419.8248
4/21/2022,36.4877,412.1972
4/22/2022,36.2238,397.9972
4/25/2022,36.9383,400.8415
4/26/2022,37.5377,386.7491
4/27/2022,37.0686,387.7755
4/28/2022,36.8999,399.8746
4/29/2022,36.2033,381.773
5/2/2022,35.3956,384.5098
5/3/2022,35.6391,386.8538
5/4/2022,36.3177,401.3971
5/5/2022,35.2326,383.5768
5/6/2022,34.6875,380.9044
5/9/2022,35.2895,365.533
5/10/2022,35.6263,366.6789
5/11/2022,36.2046,359.0187
5/12/2022,36.4232,358.5878
5/13/2022,35.8908,369.5863
5/16/2022,36.1778,367.757
5/17/2022,35.4001,377.2171
5/18/2022,35.942,358.05
5/19/2022,36.2391,355.4269
5/20/2022,36.6954,355.501
5/23/2022,36.1509,364.0075
