Dates,LBUSTRUU_CUMULATIVE_TOT_RETURN_GROSS_DVDS,SPX_CUMULATIVE_TOT_RETURN_GROSS_DVDS
5/24/2022,37.1428,360.2469
5/25/2022,37.5952,364.6029
5/26/2022,37.6777,373.8582
5/27/2022,37.7627,385.6666
5/30/2022,37.7627,385.6666
5/31/2022,37.0814,382.6625
6/1/2022,36.6047,379.0992
6/2/2022,36.7606,388.0127
6/3/2022,36.5472,380.0701
6/6/2022,35.6947,381.5795
6/7/2022,36.089,386.1789
6/8/2022,35.68,380.9491
6/9/2022,35.5892,369.5502
6/10/2022,34.4721,355.8946
6/13/2022,32.2917,338.2236
6/14/2022,31.4743,336.7078
6/15/2022,32.893,343.0945
6/16/2022,33.2042,328.734
6/17/2022,33.2311,329.6867
6/20/2022,33.2311,329.6867
6/21/2022,32.7435,340.2285
6/22/2022,33.8574,339.6621
6/23/2022,34.3584,343.8731
6/24/2022,34.0484,357.4471
6/27/2022,33.573,356.1008
6/28/2022,33.6011,346.9136
6/29/2022,34.3776,346.6445
6/30/2022,34.931,342.8061
7/1/2022,35.749,347.486
7/4/2022,35.749,347.486
7/5/2022,36.2685,348.2754
7/6/2022,35.4186,349.8853
7/7/2022,35.0371,356.6699
7/8/2022,34.5616,356.3277
7/11/2022,35.216,351.0744
7/12/2022,35.4346,346.9133
7/13/2022,35.7611,344.93
7/14/2022,35.317,343.6536
7/15/2022,35.7611,352.1723
7/18/2022,35.5694,348.3905
7/19/2022,35.2441,360.7975
7/20/2022,35.2,363.5219
7/21/2022,36.2807,368.1345
7/22/2022,37.3498,363.7705
7/25/2022,36.9696,364.3804
7/26/2022,36.914,359.0245
7/27/2022,37.2278,371.0356
7/28/2022,38.1154,376.8092
7/29/2022,38.2279,383.6359
8/1/2022,38.9047,382.2735
8/2/2022,37.3639,379.0629
8/3/2022,37.9518,386.5613
8/4/2022,38.2733,386.2256
8/5/2022,36.7938,385.498
8/8/2022,37.4137,384.906
8/9/2022,37.0936,382.8764
8/10/2022,37.3019,393.1781
8/11/2022,36.6277,392.9623
8/12/2022,37.1281,401.5659
8/15/2022,37.4431,403.5722
8/16/2022,37.3294,404.5424
8/17/2022,36.5855,400.9818
8/18/2022,36.7555,402.1945
8/19/2022,35.91,395.7318
8/22/2022,35.3483,385.175
8/23/2022,35.2077,384.0955
8/24/2022,34.8211,385.5168
8/25/2022,35.5042,392.3697
8/26/2022,35.4199,375.7957
8/29/2022,34.8313,372.6468
8/30/2022,34.8383,367.472
8/31/2022,34.3226,363.912
9/1/2022,33.5251,365.3823
9/2/2022,34.0401,360.4223
9/5/2022,34.0401,360.4223
9/6/2022,32.847,358.5605
9/7/2022,33.5838,366.983
9/8/2022,33.1774,370.1283
9/9/2022,33.1065,377.3486
9/12/2022,32.9588,382.401
9/13/2022,32.2923,361.5563
9/14/2022,32.3396,363.2337
9/15/2022,31.9664,358.0378
9/16/2022,31.8718,354.7551
9/19/2022,31.6449,357.8793
9/20/2022,31.1426,352.7219
9/21/2022,31.5964,345.0029
9/22/2022,30.1291,341.2731
9/23/2022,29.8083,333.6786
9/26/2022,28.1442,329.1953
9/27/2022,27.6444,328.3128
9/28/2022,29.5456,336.7635
9/29/2022,28.9123,327.5982
9/30/2022,28.5187,321.1746
10/3/2022,29.6287,332.08
10/4/2022,29.9796,345.3332
10/5/2022,29.267,344.4775
10/6/2022,28.766,340.0364
10/7/2022,28.1921,327.7281
10/10/2022,28.1921,324.5234
10/11/2022,27.6802,321.7626
10/12/2022,27.817,320.3859
10/13/2022,27.1926,331.3579
10/14/2022,26.6679,321.1666
10/17/2022,26.8105,332.3191
10/18/2022,27.0693,337.2689
10/19/2022,26.0251,334.3514
10/20/2022,25.255,330.9457
10/21/2022,25.3157,341.1787
10/24/2022,25.1879,346.4207
10/25/2022,26.3906,353.6845
10/26/2022,27.0181,350.3398
10/27/2022,27.6911,347.6084
10/28/2022,27.3869,358.6749
10/31/2022,26.8539,355.2743
11/1/2022,27.1198,353.4108
11/2/2022,26.9907,342.0769
11/3/2022,26.4475,337.4533
11/4/2022,26.3906,343.5052
11/7/2022,26.0378,347.7772
11/8/2022,26.5829,350.2883
11/9/2022,26.7753,341.027
11/10/2022,29.2804,365.5097
11/11/2022,29.2804,369.8114
11/14/2022,29.0433,365.7181
11/15/2022,29.8907,369.811
11/16/2022,30.6819,366.0418
11/17/2022,30.0837,364.6988
11/18/2022,29.8958,366.9239
11/21/2022,29.9041,365.1638
11/22/2022,30.524,371.4925
11/23/2022,31.2149,374.3058
11/24/2022,31.2149,374.3058
11/25/2022,31.2653,374.1856
11/28/2022,31.2283,366.8649
11/29/2022,30.7253,366.163
11/30/2022,31.519,380.717
12/1/2022,32.8374,380.3794
12/2/2022,33.2828,379.843
12/5/2022,32.2814,371.2629
12/6/2022,32.7652,364.495
12/7/2022,33.8861,363.6402
12/8/2022,33.5135,367.1943
12/9/2022,32.6943,363.7806
12/12/2022,32.6892,370.4055
12/13/2022,33.6088,373.8529
12/14/2022,33.9922,371.064
12/15/2022,34.0823,359.3438
12/16/2022,33.7583,354.2618
12/19/2022,32.9691,350.2004
12/20/2022,32.1217,350.6841
12/21/2022,32.3645,357.4489
12/22/2022,32.2444,350.838
12/23/2022,31.7881,353.4965
12/26/2022,31.7881,353.4965
12/27/2022,30.9918,351.6732
12/28/2022,30.7349,346.2475
12/29/2022,31.2334,354.0981
12/30/2022,30.926,352.9725
1/2/2023,30.926,352.9725
1/3/2023,31.3957,351.1768
1/4/2023,32.0699,354.6013
1/5/2023,31.9453,349.3785
1/6/2023,33.3448,359.6522
1/9/2023,33.7602,359.385
1/10/2023,33.1966,362.5907
1/11/2023,33.9916,368.5446
1/12/2023,34.9725,370.2006
1/13/2023,34.5162,372.0964
1/16/2023,34.5162,372.0964
1/17/2023,34.359,371.1389
1/18/2023,35.6627,363.8067
1/19/2023,35.34,360.3216
1/20/2023,34.7124,369.0407
1/23/2023,34.4063,374.6136
1/24/2023,35.0026,374.2873
1/25/2023,35.2179,374.206
1/26/2023,34.9067,379.4604
1/27/2023,34.8396,380.6648
1/30/2023,34.4542,374.4754
1/31/2023,34.954,381.4322
2/1/2023,35.8768,386.4671
2/2/2023,35.972,393.645
2/3/2023,34.8831,388.5548
2/6/2023,33.9884,385.588
2/7/2023,33.7813,391.8474
2/8/2023,34.0337,386.4125
2/9/2023,33.5321,382.1908
2/10/2023,32.9505,383.3121
2/13/2023,33.288,388.9203
2/14/2023,32.8112,388.833
2/15/2023,32.539,390.3117
2/16/2023,32.0405,383.5957
2/17/2023,32.3249,382.3468
2/20/2023,32.3249,382.3468
2/21/2023,31.1541,372.684
2/22/2023,31.4385,371.9488
2/23/2023,31.8795,374.5023
2/24/2023,31.142,369.5235
2/27/2023,31.3785,371.0243
2/28/2023,31.4647,369.6416
3/1/2023,30.7004,367.4505
3/2/2023,30.3099,371.0676
3/3/2023,31.296,378.7146
3/6/2023,31.1011,379.0616
3/7/2023,30.9119,371.7316
3/8/2023,30.7937,372.4401
3/9/2023,31.303,363.7956
3/10/2023,32.8304,357.117
3/13/2023,33.8887,356.4374
3/14/2023,33.0042,364.0682
3/15/2023,34.2382,360.8369
3/16/2023,33.6088,368.9979
3/17/2023,34.729,363.8413
3/20/2023,34.0798,367.9816
3/21/2023,33.6305,374.0915
3/22/2023,34.984,366.3225
3/23/2023,35.3489,367.7537
3/24/2023,35.425,370.395
3/27/2023,34.127,371.1697
3/28/2023,33.9187,370.4393
3/29/2023,33.9277,377.137
3/30/2023,34.1794,379.9288
3/31/2023,34.8038,386.8755
4/3/2023,35.3962,388.6773
4/4/2023,35.9873,385.8886
4/5/2023,36.3644,384.739
4/6/2023,36.3082,386.5751
4/7/2023,35.4659,386.5751
4/10/2023,35.2876,387.0704
4/11/2023,35.4173,387.0503
4/12/2023,35.6416,385.0464
4/13/2023,35.4346,391.5571
4/14/2023,34.8134,390.541
4/17/2023,34.1705,392.1714
4/18/2023,34.3245,392.5923
4/19/2023,34.1775,392.5508
4/20/2023,34.7169,389.6713
4/21/2023,34.5015,390.1224
4/24/2023,35.0537,390.5398
4/25/2023,35.9784,382.8049
4/26/2023,35.4595,380.9532
4/27/2023,34.8703,390.3749
4/28/2023,35.6212,394.475
5/1/2023,34.3137,394.2855
5/2/2023,35.5956,388.5626
5/3/2023,36.2168,385.1486
5/4/2023,35.9695,381.7001
5/5/2023,35.549,390.6261
5/8/2023,34.8562,390.856
5/9/2023,34.7035,388.6428
5/10/2023,35.5196,390.8474
5/11/2023,35.8781,390.1187
5/12/2023,35.2422,389.4537
5/15/2023,34.9201,390.9677
5/16/2023,34.6057,387.8627
5/17/2023,34.368,393.7596
5/18/2023,33.7302,398.5125
5/19/2023,33.3832,397.8041
5/22/2023,33.3206,397.9386
5/23/2023,33.4317,392.3604
5/24/2023,33.1116,388.766
5/25/2023,32.5364,393.0623
5/26/2023,32.4942,399.531
5/29/2023,32.4942,399.531
5/30/2023,33.6535,399.5728
5/31/2023,34.1443,396.6253
6/1/2023,34.4427,401.61
6/2/2023,33.7628,408.9303
6/5/2023,33.7736,407.9185
6/6/2023,33.9219,409.1279
6/7/2023,33.2419,407.2017
6/8/2023,33.8382,410.399
6/9/2023,33.5583,410.9991
6/12/2023,33.8037,415.7622
6/13/2023,33.1947,419.3592
6/14/2023,33.3442,419.9064
6/15/2023,34.1053,426.33
6/16/2023,33.8267,424.4069
6/19/2023,33.8267,424.4069
6/20/2023,34.0957,421.9272
6/21/2023,34.2005,419.2236
6/22/2023,33.5436,421.1966
6/23/2023,34.0152,417.2091
6/26/2023,34.2363,414.8988
6/27/2023,33.9583,420.7974
6/28/2023,34.3213,420.613
6/29/2023,33.265,423.0034
6/30/2023,33.6656,429.4392
7/3/2023,33.387,430.0858
7/4/2023,33.387,430.0858
7/5/2023,32.8604,429.1079
7/6/2023,31.9709,424.9565
7/7/2023,31.9351,423.5372
7/10/2023,32.3843,424.8006
7/11/2023,32.5952,428.3477
7/12/2023,33.6912,432.2754
7/13/2023,34.4836,436.84
7/14/2023,33.927,436.3078
7/17/2023,34.0925,438.3755
7/18/2023,34.2076,442.2072
7/19/2023,34.6268,443.4952
7/20/2023,33.8631,439.8756
7/21/2023,33.9404,440.0506
7/24/2023,33.7768,442.2377
7/25/2023,33.6439,443.7735
7/26/2023,34.0095,443.6968
7/27/2023,32.9378,440.2415
7/28/2023,33.4049,445.6302
7/31/2023,33.573,446.4474
8/1/2023,32.8195,445.0045
8/2/2023,32.4176,437.4671
8/3/2023,31.528,436.1241
8/4/2023,32.6163,433.3214
8/7/2023,32.4476,438.1477
8/8/2023,32.8949,435.8824
8/9/2023,33.0349,432.156
8/10/2023,32.2514,432.3572
8/11/2023,31.7651,431.8635
8/14/2023,31.6175,434.9555
8/15/2023,31.3267,428.858
8/16/2023,30.9477,424.9458
8/17/2023,30.8321,420.9991
8/18/2023,31.1017,420.9562
8/21/2023,30.4767,424.5502
8/22/2023,30.6007,423.1013
8/23/2023,31.7881,428.8886
8/24/2023,31.4526,421.7852
8/25/2023,31.4692,425.354
8/28/2023,31.7753,428.6518
8/29/2023,32.5786,436.3374
8/30/2023,32.5006,438.4833
8/31/2023,32.7198,437.7471
9/1/2023,32.0968,438.7427
9/4/2023,32.0968,438.7427
9/5/2023,31.4104,436.506
9/6/2023,31.2193,432.7793
9/7/2023,31.5625,431.1415
9/8/2023,31.7005,431.9375
9/11/2023,31.5075,435.514
9/12/2023,31.6143,432.4845
9/13/2023,31.7977,433.1502
9/14/2023,31.5823,437.7956
9/15/2023,31.2692,431.2782
9/18/2023,31.4692,431.6688
9/19/2023,31.0749,430.5251
9/20/2023,31.002,425.5759
9/21/2023,30.1278,416.9732
9/22/2023,30.6065,415.7953
9/25/2023,29.699,417.8768
9/26/2023,29.5693,410.2802
9/27/2023,29.0727,410.4075
9/28/2023,29.4204,413.4827
9/29/2023,29.3469,412.1081
10/2/2023,28.4586,412.1515
10/3/2023,27.4348,405.1521
10/4/2023,28.2733,409.2507
10/5/2023,28.3244,408.6792
10/6/2023,27.8317,414.7713
10/9/2023,27.8317,418.0164
10/10/2023,28.9666,420.7249
10/11/2023,29.5571,422.9858
10/12/2023,28.4413,419.775
10/13/2023,29.0523,417.1675
10/16/2023,28.4286,422.6622
10/17/2023,27.5383,422.6108
10/18/2023,26.9466,415.6079
10/19/2023,26.4264,411.2776
10/20/2023,26.8252,404.8593
10/23/2023,27.3396,404.0083
10/24/2023,27.7735,407.6816
10/25/2023,26.8456,400.4045
10/26/2023,27.6687,394.4908
10/27/2023,27.6853,392.1262
10/30/2023,27.4297,398.0821
10/31/2023,27.3057,401.3406
11/1/2023,28.5449,406.6101
11/2/2023,29.3354,416.1978
11/3/2023,30.2326,421.0711
11/6/2023,29.6549,422.0004
11/7/2023,30.2863,423.4923
11/8/2023,30.7151,424.0439
11/9/2023,29.7022,419.9092
11/10/2023,29.8543,428.1077
11/13/2023,29.908,427.699
11/14/2023,31.4532,437.8764
11/15/2023,30.7042,438.8347
11/16/2023,31.4289,439.6044
11/17/2023,31.6373,440.3085
11/20/2023,31.8776,444.3572
11/21/2023,31.9919,443.2698
11/22/2023,32.0475,445.5043
11/23/2023,32.0475,445.5043
11/24/2023,31.5248,445.8427
11/27/2023,32.3415,444.7853
11/28/2023,32.8355,445.321
11/29/2023,33.5583,444.8993
11/30/2023,33.0707,447.1261
12/1/2023,34.2095,450.3861
12/4/2023,33.8503,447.411
12/5/2023,34.6236,447.123
12/6/2023,35.0799,445.001
12/7/2023,34.9649,449.4312
12/8/2023,34.4101,451.6938
12/11/2023,34.4236,453.8615
12/12/2023,34.6613,456.4314
12/13/2023,36.4257,464.0375
12/14/2023,37.4655,465.6245
12/15/2023,37.3108,465.6116
12/18/2023,36.9996,468.1796
12/19/2023,37.2003,471.5588
12/20/2023,37.686,463.2313
12/21/2023,37.6067,469.0354
12/22/2023,37.5019,469.9801
12/25/2023,37.5019,469.9801
12/26/2023,37.7051,472.3951
12/27/2023,38.5922,473.2335
12/28/2023,38.178,473.5102
12/29/2023,38.1646,471.917
1/1/2024,38.1646,471.917
1/2/2024,37.461,468.6975
1/3/2024,37.5601,464.1623
1/4/2024,36.829,462.3023
1/5/2024,36.5043,463.3289
1/8/2024,37.0661,471.2909
1/9/2024,36.9894,470.5275
1/10/2024,36.8692,473.7691
1/11/2024,37.47,473.4039
1/12/2024,37.7588,473.8838
1/15/2024,37.7588,473.8838
1/16/2024,36.875,471.7512
1/17/2024,36.4615,468.5513
1/18/2024,36.2129,473.5978
1/19/2024,36.2449,480.6939
1/22/2024,36.5567,481.9681
1/23/2024,36.2634,483.6812
1/24/2024,35.9688,484.1602
1/25/2024,36.5222,487.2669
1/26/2024,36.3746,486.8841
1/29/2024,36.9932,491.3297
1/30/2024,37.16,491.0215
1/31/2024,37.785,481.5216
2/1/2024,38.5589,488.8171
2/2/2024,37.2584,495.1359
2/5/2024,36.2308,493.2466
2/6/2024,36.8724,494.6334
2/7/2024,36.6079,499.5429
2/8/2024,36.2545,499.9609
2/9/2024,36.1331,503.463
2/12/2024,36.2129,502.8975
2/13/2024,34.954,494.7248
2/14/2024,35.464,500.5337
2/15/2024,35.8199,504.1655
2/16/2024,35.3834,501.3596
2/19/2024,35.3834,501.3596
2/20/2024,35.5815,497.7694
2/21/2024,35.163,498.5524
2/22/2024,35.2026,511.2269
2/23/2024,35.7241,511.4527
2/26/2024,35.5323,509.1603
2/27/2024,35.2837,510.2086
2/28/2024,35.6403,509.2551
2/29/2024,35.8384,512.572
3/1/2024,36.3682,517.5131
3/4/2024,36.1708,516.7984
3/5/2024,36.8226,510.5253
3/6/2024,37.1108,513.7099
3/7/2024,37.2949,520.1189
3/8/2024,37.4757,516.1135
3/11/2024,37.3549,515.4243
3/12/2024,36.9351,522.3381
3/13/2024,36.7619,521.1658
3/14/2024,35.8857,519.5348
3/15/2024,35.7867,515.5391
3/18/2024,35.68,519.435
3/19/2024,36.0167,522.9343
3/20/2024,36.2762,528.5631
3/21/2024,36.3305,530.6121
3/22/2024,36.783,529.7595
3/25/2024,36.613,527.8357
3/26/2024,36.7395,526.0779
3/27/2024,37.098,531.5564
3/28/2024,37.0929,532.2807
3/29/2024,37.0929,532.2807
4/1/2024,36.0589,531.0101
