Dates,SPX Index,LBUSTRUU Index
11/21/2003,1774.27,927.61
11/24/2003,1804.7,924.57
11/25/2003,1808.17,926.64
11/26/2003,1816.75,924.21
11/27/2003,#N/A,#N/A
11/28/2003,1816.33,921.26
12/1/2003,1838,918.66
12/2/2003,1831.69,919.46
12/3/2003,1828.81,918.54
12/4/2003,1837.97,920.92
12/5/2003,1823.11,928.53
12/8/2003,1837.34,925.79
12/9/2003,1820.83,922.78
12/10/2003,1819.14,924.74
12/11/2003,1841.39,928.45
12/12/2003,1846.71,928.73
12/15/2003,1835.72,927.74
12/16/2003,1848.59,929.91
12/17/2003,1851.21,931.86
12/18/2003,1874.53,933.76
12/19/2003,1873.65,934.13
12/22/2003,1881.39,933.24
12/23/2003,1886.99,928.86
12/24/2003,1883.4,932.25
12/25/2003,#N/A,#N/A
12/26/2003,1886.75,934.42
12/29/2003,1912.12,931.97
12/30/2003,1912.65,930.71
12/31/2003,1916.82,931.65
1/1/2004,#N/A,#N/A
1/2/2004,1910.73,927.05
1/5/2004,1935.66,927.52
1/6/2004,1938.39,932.32
1/7/2004,1943.73,933.51
1/8/2004,1953.96,933.66
1/9/2004,1935.71,940.88
1/12/2004,1945.51,940.94
1/13/2004,1934.69,943.07
1/14/2004,1951.63,944.6
1/15/2004,1954.43,945.25
1/16/2004,1968.55,943.89
1/19/2004,#N/A,#N/A
1/20/2004,1966.64,942.66
1/21/2004,1982.85,943.65
1/22/2004,1976.2,946.47
1/23/2004,1971.88,942.51
1/26/2004,1996.97,939.79
1/27/2004,1976.43,942.37
1/28/2004,1948.5,937.09
1/29/2004,1959.27,937.23
1/30/2004,1953.84,939.95
2/2/2004,1961.36,939.51
2/3/2004,1962.77,941.78
2/4/2004,1945.84,941.11
2/5/2004,1949.64,938.78
2/6/2004,1975.48,942.74
2/9/2004,1970.53,944.44
2/10/2004,1980.95,942.77
2/11/2004,2003.92,946.91
2/12/2004,1993.85,945.49
2/13/2004,1982.58,947.34
2/16/2004,#N/A,#N/A
2/17/2004,2002.92,947.46
2/18/2004,1993.8,947.47
2/19/2004,1985.25,947.75
2/20/2004,1979.91,945.69
2/23/2004,1974.29,947.85
2/24/2004,1970.84,948.85
2/25/2004,1979.44,949.54
2/26/2004,1982.28,948.44
2/27/2004,1982.36,951.21
3/1/2004,2002.49,951.15
3/2/2004,1990.05,949.01
3/3/2004,1994.14,948.39
3/4/2004,2001.18,949.83
3/5/2004,2004.81,958.07
3/8/2004,1987.38,960.43
3/9/2004,1975.38,962.21
3/10/2004,1945.2,961.87
3/11/2004,1914.65,961.53
3/12/2004,1939.77,960.74
3/15/2004,1910.55,960.42
3/16/2004,1921.88,963.98
3/17/2004,1945.81,964.09
3/18/2004,1943.24,961.56
3/19/2004,1920.42,960.27
3/22/2004,1894.26,962.84
3/23/2004,1891.63,963.35
3/24/2004,1886.86,963.64
3/25/2004,1919.38,962.62
3/26/2004,1917.32,958.39
3/29/2004,1943.91,956.75
3/30/2004,1952.2,956.43
3/31/2004,1950.95,959.08
4/1/2004,1961.82,956.8
4/2/2004,1979.51,946.54
4/5/2004,1995.47,943.38
4/6/2004,1991.73,945.82
4/7/2004,1977.94,946.58
4/8/2004,1975.73,945.51
4/9/2004,#N/A,#N/A
4/12/2004,1986.49,944.63
4/13/2004,1957.87,939.91
4/14/2004,1955.61,937.75
4/15/2004,1956.83,936.88
4/16/2004,1967.35,939.47
4/19/2004,1969.56,938.72
4/20/2004,1937.37,936.84
4/21/2004,1948.33,935.55
4/22/2004,1977.3,938.28
4/23/2004,1978.54,934.24
4/26/2004,1969.31,935
4/27/2004,1974.01,936.53
4/28/2004,1945.71,933.5
4/29/2004,1930.75,929.99
4/30/2004,1918.76,931.53
5/3/2004,1937.33,931.47
5/4/2004,1941.1,929.98
5/5/2004,1945.01,927.78
5/6/2004,1931.47,925.23
5/7/2004,1903.59,916.85
5/10/2004,1882.54,917.05
5/11/2004,1898.16,918.44
5/12/2004,1902.15,918.18
5/13/2004,1900.79,915.61
5/14/2004,1899.63,919.1
5/17/2004,1878.65,923.44
5/18/2004,1892.2,921.96
5/19/2004,1887.42,919.23
5/20/2004,1888.37,922.78
5/21/2004,1896.37,920.95
5/24/2004,1899.76,922.3
5/25/2004,1931.97,922.87
5/26/2004,1935.69,925.67
5/27/2004,1947.49,929.86
5/28/2004,1946.43,927.39
5/31/2004,#N/A,927.39
6/1/2004,1947.4,925.04
6/2/2004,1954.97,923.72
6/3/2004,1939.76,924.79
6/4/2004,1950.5,922.46
6/7/2004,1983.32,923.8
6/8/2004,1986.7,923.88
6/9/2004,1967.05,921.66
6/10/2004,1976.52,922.1
6/11/2004,#N/A,#N/A
6/14/2004,1956.63,917.71
6/15/2004,1968.94,927
6/16/2004,1971.82,925.08
6/17/2004,1969.08,927.24
6/18/2004,1974.52,926.78
6/21/2004,1965.9,927.82
6/22/2004,1973.45,927.41
6/23/2004,1991.11,928.04
6/24/2004,1985.29,930.49
6/25/2004,1973.93,930.82
6/28/2004,1972.3,926.46
6/29/2004,1977.55,928.63
6/30/2004,1986.24,933.2
7/1/2004,1964.73,935.98
7/2/2004,1958.28,940.88
7/5/2004,#N/A,#N/A
7/6/2004,1941.51,940.54
7/7/2004,1945.9,940.54
7/8/2004,1929.15,940.99
7/9/2004,1936.02,941.46
7/12/2004,1938.89,942.6
7/13/2004,1940.43,940.61
7/14/2004,1933.78,940.41
7/15/2004,1925.04,940.48
7/16/2004,1915.39,946.23
7/19/2004,1914.49,946.3
7/20/2004,1928.7,942.25
7/21/2004,1901.8,940.97
7/22/2004,1907.27,942.14
7/23/2004,1887.8,943.38
7/26/2004,1883.92,942.06
7/27/2004,1903.61,936.53
7/28/2004,1905.05,937.57
7/29/2004,1914.81,938.65
7/30/2004,1917.19,943.44
8/2/2004,1926.16,944.36
8/3/2004,1913.49,945.75
8/4/2004,1911.88,945.64
8/5/2004,1879.12,946.99
8/6/2004,1848.6,955.78
8/9/2004,1850.94,954.86
8/10/2004,1876.29,952.56
8/11/2004,1871.43,953.42
8/12/2004,1848.44,954.67
8/13/2004,1851.54,956.75
8/16/2004,1878.26,955.33
8/17/2004,1882.77,957.89
8/18/2004,1907.81,957.23
8/19/2004,1900.66,958.17
8/20/2004,1913.71,957.4
8/23/2004,1909.01,955.92
8/24/2004,1909.97,956.1
8/25/2004,1926.14,956.88
8/26/2004,1926.39,958.42
8/27/2004,1931.54,958.48
8/30/2004,1915.93,960.6
8/31/2004,1925.33,963.34
9/1/2004,1929.04,963.72
9/2/2004,1951.81,960.97
9/3/2004,1943.25,956.51
9/6/2004,#N/A,#N/A
9/7/2004,1957.41,959.19
9/8/2004,1948.55,963.21
9/9/2004,1952.44,961.82
9/10/2004,1962.62,962.77
9/13/2004,1966.67,963.91
9/14/2004,1971.29,965.34
9/15/2004,1956.73,964.04
9/16/2004,1962.53,968.34
9/17/2004,1971.83,965.55
9/20/2004,1960.17,968.94
9/21/2004,1973.23,969.46
9/22/2004,1944.37,971.32
9/23/2004,1935.25,969.35
9/24/2004,1938.46,969.03
9/27/2004,1926.37,970.63
9/28/2004,1938.73,970.08
9/29/2004,1947.63,966.93
9/30/2004,1947.25,966.23
10/1/2004,1978.33,963.5
10/4/2004,1985.32,964.57
10/5/2004,1984.05,964.97
10/6/2004,1998.64,962.93
10/7/2004,1977.82,962.11
10/8/2004,1962.21,967.61
10/11/2004,1966.34,#N/A
10/12/2004,1961.66,969.36
10/13/2004,1946.82,970.8
10/14/2004,1927.78,973.48
10/15/2004,1936.83,971.8
10/18/2004,1947.52,972.17
10/19/2004,1927.69,972.56
10/20/2004,1928.62,974.62
10/21/2004,1933.94,974.39
10/22/2004,1914.16,975.22
10/25/2004,1912.47,975.95
10/26/2004,1942.4,975.54
10/27/2004,1969.04,971.83
10/28/2004,1973.45,972.53
10/29/2004,1978.54,975.17
11/1/2004,1979.11,972.78
11/2/2004,1979.18,973.68
11/3/2004,2002.87,974.49
11/4/2004,2036.93,974.65
11/5/2004,2045.25,969.54
11/8/2004,2043.09,968.92
11/9/2004,2042.43,968.81
11/10/2004,2040.69,967.35
11/11/2004,2060.15,#N/A
11/12/2004,2080.04,969.93
11/15/2004,2079.63,970.27
11/16/2004,2064.36,969.68
11/17/2004,2076.6,972.74
11/18/2004,2079.6,974.01
11/19/2004,2055.34,970.85
11/22/2004,2068.08,972.54
11/23/2004,2067.59,972.15
11/24/2004,2076.6,971.64
11/25/2004,#N/A,#N/A
11/26/2004,2078.5,970.12
11/29/2004,2071.34,966.96
11/30/2004,2062.63,966.6
12/1/2004,2095.66,966.17
12/2/2004,2093.77,964.88
12/3/2004,2095.32,971.07
12/6/2004,2093.7,973.09
12/7/2004,2069.49,973.68
12/8/2004,2080.55,977.6
12/9/2004,2092.49,976.2
12/10/2004,2090.2,976.6
12/13/2004,2110.11,976.88
12/14/2004,2118.78,977.71
12/15/2004,2123.3,980.02
12/16/2004,2118.73,975.61
12/17/2004,2102.16,974.67
12/20/2004,2103,975.12
12/21/2004,2122.97,976.58
12/22/2004,2131.33,975.78
12/23/2004,2132.37,975.35
12/24/2004,#N/A,#N/A
12/27/2004,2122.76,972.82
12/28/2004,2138.68,972.86
12/29/2004,2138.85,971.77
12/30/2004,2139.17,974.32
12/31/2004,2136.16,976.41
1/3/2005,2118.02,976.63
1/4/2005,2092.37,973.63
1/5/2005,2084.62,973.81
1/6/2005,2092.77,974.49
1/7/2005,2089.65,974.24
1/10/2005,2097.15,974.75
1/11/2005,2083.91,976.32
1/12/2005,2092.87,977.23
1/13/2005,2073.95,979.52
1/14/2005,2087,978.06
1/17/2005,#N/A,#N/A
1/18/2005,2108.19,979.18
1/19/2005,2087.37,979.84
1/20/2005,2070.38,981.16
1/21/2005,2056.48,982.51
1/24/2005,2048.9,983.18
1/25/2005,2057.5,980.79
1/26/2005,2068.02,980.49
1/27/2005,2069.1,980.14
1/28/2005,2063.35,982.64
1/31/2005,2081.66,983.17
2/1/2005,2096.7,983.02
2/2/2005,2103.96,983.11
2/3/2005,2098.52,982.47
2/4/2005,2122.82,986.47
2/7/2005,2120.47,987.88
2/8/2005,2122,988.33
2/9/2005,2103.51,990.86
2/10/2005,2112.88,987.47
2/11/2005,2128.68,986.29
2/14/2005,2130.48,987.2
2/15/2005,2138.05,986.37
2/16/2005,2138.69,984.31
2/17/2005,2121.08,983.72
2/18/2005,2122.63,980.67
2/21/2005,#N/A,#N/A
2/22/2005,2090.44,979.88
2/23/2005,2102.88,980.71
2/24/2005,2120.98,979.97
2/25/2005,2141.91,980.27
2/28/2005,2127.56,976.77
3/1/2005,2140.19,976.15
3/2/2005,2140.34,976.31
3/3/2005,2141.08,976.19
3/4/2005,2162.68,979.92
3/7/2005,2168.65,980.73
3/8/2005,2158,977.58
3/9/2005,2135.22,971.71
3/10/2005,2139.45,973.81
3/11/2005,2123.07,970.55
3/14/2005,2135.65,971.44
3/15/2005,2118.84,970.32
3/16/2005,2101.11,970.91
3/17/2005,2105.1,972.9
3/18/2005,2104.07,971.46
3/21/2005,2093.21,970.62
3/22/2005,2070.9,966.35
3/23/2005,2072.45,965.73
3/24/2005,2070.39,966.68
3/25/2005,#N/A,#N/A
3/28/2005,2075.69,965.48
3/29/2005,2059.6,966.93
3/30/2005,2089.61,968.55
3/31/2005,2088.12,971.24
4/1/2005,2073.91,973.51
4/4/2005,2080.09,973.52
4/5/2005,2089.89,972.86
4/6/2005,2095.34,974.41
4/7/2005,2108.58,973.09
4/8/2005,2090.15,972.16
4/11/2005,2090.2,973.64
4/12/2005,2102.47,977.68
4/13/2005,2076.78,977.67
4/14/2005,2055.01,978.21
4/15/2005,2018.99,981.1
4/18/2005,2025.22,982.38
4/19/2005,2037.83,985.23
4/20/2005,2009.65,985.11
4/21/2005,2051.32,981.55
4/22/2005,2036.89,983.58
4/25/2005,2055.4,983.88
4/26/2005,2036.19,983.38
4/27/2005,2045.02,984.55
4/28/2005,2021.32,987.3
4/29/2005,2046.62,985.74
5/2/2005,2056.48,986.33
5/3/2005,2054.64,985.86
5/4/2005,2081.94,987.05
5/5/2005,2076.41,988.57
5/6/2005,2074.17,983.69
5/9/2005,2088.1,983.49
5/10/2005,2064.72,985.8
5/11/2005,2074.92,986.19
5/12/2005,2053.33,987.45
5/13/2005,2043.71,988.78
5/16/2005,2065.57,988.95
5/17/2005,2080.92,989.21
5/18/2005,2103.18,991.45
5/19/2005,2113.46,990.16
5/20/2005,2110.12,989.6
5/23/2005,2118.65,992.64
5/24/2005,2119.06,994.05
5/25/2005,2111.64,993.18
5/26/2005,2126.05,993.2
5/27/2005,2128.44,993.82
5/30/2005,#N/A,#N/A
5/31/2005,2114.92,997.49
6/1/2005,2135.66,1002.13
6/2/2005,2139.43,1002.64
6/3/2005,2124.09,999.18
6/6/2005,2126.97,1000.08
6/7/2005,2126.64,1002.4
6/8/2005,2122.19,1000.88
6/9/2005,2133.89,999.78
6/10/2005,2128.65,996.23
6/13/2005,2134.32,995.1
6/14/2005,2140.11,993.75
6/15/2005,2145.14,994.16
6/16/2005,2153.32,996.09
6/17/2005,2164.49,996.04
6/20/2005,2162.89,995.65
6/21/2005,2158.29,998.07
6/22/2005,2158.84,1002.66
6/23/2005,2134.85,1001.98
6/24/2005,2117.8,1003.85
6/27/2005,2116.16,1004.79
6/28/2005,2136.81,1002.33
6/29/2005,2133.89,1001.5
6/30/2005,2118.07,1003.47
7/1/2005,2124.11,999.36
7/4/2005,#N/A,#N/A
7/5/2005,2143.78,996.8
7/6/2005,2125.6,998.49
7/7/2005,2131.19,999.92
7/8/2005,2157.25,997.42
7/11/2005,2171.39,998.31
7/12/2005,2176.66,996.72
7/13/2005,2178.94,996.24
7/14/2005,2184.93,995.88
7/15/2005,2187.58,996.27
7/18/2005,2174.93,994.74
7/19/2005,2190.25,996.03
7/20/2005,2201.36,997.23
7/21/2005,2186.16,992.42
7/22/2005,2198.62,994.91
7/25/2005,2189.96,994.15
7/26/2005,2193.93,994.55
7/27/2005,2204.72,993.74
7/28/2005,2218.29,996.75
7/29/2005,2200.55,993.44
8/1/2005,2202.74,991.93
8/2/2005,2219.09,991.29
8/3/2005,2221.3,993.07
8/4/2005,2204.2,992.23
8/5/2005,2186.66,988.65
8/8/2005,2180.68,987.77
8/9/2005,2196.07,989
8/10/2005,2192.84,989.51
8/11/2005,2209.32,992.39
8/12/2005,2195.5,996.05
8/15/2005,2202.3,994.63
8/16/2005,2175.21,996.83
8/17/2005,2177.51,994.72
8/18/2005,2175.35,997.6
8/19/2005,2176.84,997.73
8/22/2005,2180.61,998.04
8/23/2005,2172.88,999.15
8/24/2005,2158.12,999.66
8/25/2005,2163.39,1000.82
8/26/2005,2149.79,999.33
8/29/2005,2163.52,1000.13
8/30/2005,2156.56,1003.95
8/31/2005,2179.56,1007.45
9/1/2005,2181.92,1008.57
9/2/2005,2175.31,1007.87
9/5/2005,#N/A,#N/A
9/6/2005,2204.1,1005.73
9/7/2005,2210.04,1003.12
9/8/2005,2201.34,1003.22
9/9/2005,2219.67,1004.02
9/12/2005,2218.06,1002.64
9/13/2005,2201.18,1004.26
9/14/2005,2193.68,1003.12
9/15/2005,2194.84,1001.19
9/16/2005,2213.89,998.82
9/19/2005,2201.02,1000.04
9/20/2005,2182.96,999.75
9/21/2005,2162.18,1002.16
9/22/2005,2170.94,1002.73
9/23/2005,2172.19,999.64
9/26/2005,2172.83,998.09
9/27/2005,2172.92,997.65
9/28/2005,2175.64,999.33
9/29/2005,2195.91,998.09
9/30/2005,2198.03,996.04
10/3/2005,2194.09,993.64
10/4/2005,2171.46,994.1
10/5/2005,2138.47,994.99
10/6/2005,2129.32,995
10/7/2005,2137.6,995.49
10/10/2005,2121.56,#N/A
10/11/2005,2117.11,994.75
10/12/2005,2103.92,992.08
10/13/2005,2102.37,990.35
10/14/2005,2120.58,989.65
10/17/2005,2127.19,990.08
10/18/2005,2104.81,990.91
10/19/2005,2137.99,991.74
10/20/2005,2104.45,991.82
10/21/2005,2107.8,995.12
10/24/2005,2144.9,993.02
10/25/2005,2139.59,990.08
10/26/2005,2129.96,985.96
10/27/2005,2106.91,987.4
10/28/2005,2143.63,986.86
10/31/2005,2159.73,987.36
11/1/2005,2151.77,986.45
11/2/2005,2174.55,984.8
11/3/2005,2185.01,982.47
11/4/2005,2185.39,981.92
11/7/2005,2190.49,983.15
11/8/2005,2183.7,986.86
11/9/2005,2187.67,983.64
11/10/2005,2207.42,987.39
11/11/2005,2214.45,#N/A
11/14/2005,2212.83,985.2
11/15/2005,2204.17,987.31
11/16/2005,2208.75,990.79
11/17/2005,2230.53,992.6
11/18/2005,2241.09,990.62
11/21/2005,2253.45,993.19
11/22/2005,2265.54,995.4
11/23/2005,2273.91,993.3
11/24/2005,#N/A,#N/A
11/25/2005,2278.89,995.56
11/28/2005,2258.96,996.97
11/29/2005,2259.41,993.32
11/30/2005,2245.19,992.17
12/1/2005,2273.71,990.84
12/2/2005,2274.48,991.1
12/5/2005,2268.97,989.6
12/6/2005,2272.04,993.3
12/7/2005,2260.61,992.44
12/8/2005,2257.96,995.61
12/9/2005,2264.61,992.21
12/12/2005,2266.69,992.06
12/13/2005,2280,993.29
12/14/2005,2290.11,997.56
12/15/2005,2286.82,996.97
12/16/2005,2280.05,998.21
12/19/2005,2266.16,998.7
12/20/2005,2265.66,997.75
12/21/2005,2271.67,996.92
12/22/2005,2282.21,999.57
12/23/2005,2283.57,1002.32
12/26/2005,#N/A,#N/A
12/27/2005,2260.8,1004.72
12/28/2005,2264.28,1003.26
12/29/2005,2257.41,1003.31
12/30/2005,2245.89,1002.56
1/2/2006,#N/A,#N/A
1/3/2006,2284.44,1004.43
1/4/2006,2293.67,1005.75
1/5/2006,2293.73,1006.13
1/6/2006,2316.81,1005.45
1/9/2006,2325.65,1006.14
1/10/2006,2324.92,1003.56
1/11/2006,2333.65,1002.25
1/12/2006,2318.4,1005.09
1/13/2006,2321.33,1008.24
1/16/2006,#N/A,#N/A
1/17/2006,2312.53,1009.3
1/18/2006,2303.38,1009.08
1/19/2006,2316.77,1007.57
1/20/2006,2272.48,1008.81
1/23/2006,2276.94,1009.49
1/24/2006,2282.67,1008.14
1/25/2006,2278.62,1003.98
1/26/2006,2295.9,1001.88
1/27/2006,2314.74,1002.94
1/30/2006,2317.63,1002.16
1/31/2006,2308.02,1002.62
2/1/2006,2312.76,1000.65
2/2/2006,2291.55,1000.96
2/3/2006,2278.9,1002.39
2/6/2006,2280.8,1002.56
2/7/2006,2261.59,1001.87
2/8/2006,2283.04,1000.72
2/9/2006,2279.65,1001.74
2/10/2006,2285.73,1000.11
2/13/2006,2278.3,1000.48
2/14/2006,2302.45,999.22
2/15/2006,2311.43,999.99
2/16/2006,2329.29,1000.85
2/17/2006,2325.28,1004.02
2/20/2006,#N/A,#N/A
2/21/2006,2317.35,1003.42
2/22/2006,2335.75,1005.18
2/23/2006,2327.19,1003.85
2/24/2006,2330.63,1004.33
2/27/2006,2339.88,1003.82
2/28/2006,2314.53,1006.28
3/1/2006,2335.13,1004.08
3/2/2006,2331.21,1001.46
3/3/2006,2327.65,999.55
3/6/2006,2310.84,997.12
3/7/2006,2306.46,997.17
3/8/2006,2312.03,997.41
3/9/2006,2300.3,998.09
3/10/2006,2317.95,997.08
3/13/2006,2323.46,996.43
3/14/2006,2348.65,1000.94
3/15/2006,2359.27,999.47
3/16/2006,2363.69,1003.87
3/17/2006,2367.33,1002.64
3/20/2006,2363.24,1003.98
3/21/2006,2348.45,1000.74
3/22/2006,2363.24,1001.53
3/23/2006,2356.89,1000.06
3/24/2006,2359.31,1003.41
3/27/2006,2356.78,1002.58
3/28/2006,2340.96,998.81
3/29/2006,2359.63,997.25
3/30/2006,2354.79,995.04
3/31/2006,2344.56,995.42
4/3/2006,2350.21,994.74
4/4/2006,2365.81,995.39
4/5/2006,2376.67,997.33
4/6/2006,2372.5,995.08
4/7/2006,2346.95,991.71
4/10/2006,2349.1,991.98
4/11/2006,2330.58,993.67
4/12/2006,2333.53,991.75
4/13/2006,2335.41,988.96
4/14/2006,#N/A,#N/A
4/17/2006,2328.25,991.3
4/18/2006,2370.42,993.88
4/19/2006,2374.96,992
4/20/2006,2377.93,991.59
4/21/2006,2377.62,993.05
4/24/2006,2371.67,994.98
4/25/2006,2359.63,991.14
4/26/2006,2366.82,989.48
4/27/2006,2375.65,991.52
4/28/2006,2377.38,993.44
5/1/2006,2367.14,990.36
5/2/2006,2382.3,991.26
5/3/2006,2372.63,989.54
5/4/2006,2381.04,989.44
5/5/2006,2406.64,991.78
5/8/2006,2404.77,991.73
5/9/2006,2405.72,991.63
5/10/2006,2402.47,991.59
5/11/2006,2370.87,990.49
5/12/2006,2343.18,988
5/15/2006,2349.62,989.95
5/16/2006,2345.07,992.61
5/17/2006,2304.56,990.26
5/18/2006,2288.58,994.08
5/19/2006,2298.46,994.61
5/22/2006,2289.07,995.5
5/23/2006,2278.71,994.37
5/24/2006,2282.57,995.61
5/25/2006,2309.95,994.02
5/26/2006,2324.05,995.39
5/29/2006,#N/A,#N/A
5/30/2006,2285.8,994.1
5/31/2006,2306.08,992.27
6/1/2006,2335.74,992.96
6/2/2006,2340.5,999.64
6/5/2006,2297.17,998.49
6/6/2006,2294.56,999.06
6/7/2006,2280.44,997.93
6/8/2006,2283.95,999.57
6/9/2006,2273.28,1000.14
6/12/2006,2243.2,1000.19
6/13/2006,2219.7,1001.39
6/14/2006,2231.82,996.78
6/15/2006,2281.39,994.33
6/16/2006,2272.64,993.04
6/19/2006,2251.02,992.63
6/20/2006,2251.03,991.96
6/21/2006,2274.01,991.97
6/22/2006,2262.04,989.71
6/23/2006,2259.96,987.97
6/26/2006,2271.45,987.81
6/27/2006,2249.93,989.67
6/28/2006,2263.24,988.04
6/29/2006,2314.32,990.99
6/30/2006,2309.27,994.59
7/3/2006,2328.49,994.43
7/4/2006,#N/A,#N/A
7/5/2006,2311.17,990.71
7/6/2006,2317.8,992.91
7/7/2006,2301.48,995.99
7/10/2006,2305.04,996.61
7/11/2006,2315.02,998.03
7/12/2006,2288.88,998.18
7/13/2006,2257.96,999.58
7/14/2006,2246.41,1000.22
7/17/2006,2243.16,1000.22
7/18/2006,2247.7,997.19
7/19/2006,2291.51,1001.59
7/20/2006,2271.24,1003.81
7/21/2006,2254.49,1003.18
7/24/2006,2293.71,1003.72
7/25/2006,2308.84,1002.73
7/26/2006,2307.95,1004.76
7/27/2006,2298.45,1005.06
7/28/2006,2327.71,1008.62
7/31/2006,2324.14,1009.39
8/1/2006,2313.24,1010
8/2/2006,2328.1,1011.19
8/3/2006,2332.12,1011.43
8/4/2006,2330.41,1014.61
8/7/2006,2323.7,1013.77
8/8/2006,2315.72,1014.34
8/9/2006,2305.88,1014.22
8/10/2006,2317.45,1013.93
8/11/2006,2308.15,1012.04
8/14/2006,2311.09,1010.59
8/15/2006,2344.35,1014.74
8/16/2006,2363.68,1018.3
8/17/2006,2367.69,1018.38
8/18/2006,2376.86,1020.17
8/21/2006,2367.77,1021.25
8/22/2006,2370.24,1021.61
8/23/2006,2359.36,1021.4
8/24/2006,2365.25,1021.83
8/25/2006,2363.67,1022.66
8/28/2006,2376.42,1022.66
8/29/2006,2381.56,1023.25
8/30/2006,2382.65,1024.41
8/31/2006,2381.82,1026.37
9/1/2006,2395.55,1027.14
9/4/2006,#N/A,#N/A
9/5/2006,2399.94,1025.62
9/6/2006,2375.61,1024.83
9/7/2006,2363.83,1025.49
9/8/2006,2373.16,1026.86
9/11/2006,2374.46,1025.75
9/12/2006,2400.3,1027.28
9/13/2006,2410.47,1027.73
9/14/2006,2407.18,1026.42
9/15/2006,2414.03,1026.03
9/18/2006,2416.54,1025.77
9/19/2006,2411.1,1029.72
9/20/2006,2424.26,1030.23
9/21/2006,2411.19,1034.6
9/22/2006,2405,1036.98
9/25/2006,2427.08,1039.37
9/26/2006,2446.13,1038.12
9/27/2006,2447.05,1037.76
9/28/2006,2451.99,1036.55
9/29/2006,2445.72,1036.26
10/2/2006,2437.14,1037.35
10/3/2006,2442.47,1037.91
10/4/2006,2473.75,1040.82
10/5/2006,2480.19,1038.8
10/6/2006,2473.25,1034.24
10/9/2006,2475.31,#N/A
10/10/2006,2480.65,1031.8
10/11/2006,2474.3,1029.99
10/12/2006,2498.89,1030.73
10/13/2006,2504.22,1029.8
10/16/2006,2510.8,1031.58
10/17/2006,2501.25,1032.51
10/18/2006,2505.12,1033.33
10/19/2006,2507.13,1032.47
10/20/2006,2510.29,1032.77
10/23/2006,2526.39,1031.06
10/24/2006,2527.07,1031.23
10/25/2006,2536.36,1033.92
10/26/2006,2549.47,1037.14
10/27/2006,2527.42,1039.58
10/30/2006,2528.64,1040.16
10/31/2006,2528.66,1043.78
11/1/2006,2509.68,1046.31
11/2/2006,2509.48,1044.92
11/3/2006,2503.87,1039.05
11/6/2006,2533.49,1040.09
11/7/2006,2539.39,1042.87
11/8/2006,2545.54,1044.46
11/9/2006,2531.98,1044.73
11/10/2006,2536.89,1046.79
11/13/2006,2544.23,1046.14
11/14/2006,2561.35,1048.29
11/15/2006,2568.37,1046.04
11/16/2006,2574.54,1044.54
11/17/2006,2577.3,1047.89
11/20/2006,2576.02,1048.78
11/21/2006,2580.57,1049.66
11/22/2006,2587.06,1050.16
11/23/2006,#N/A,#N/A
11/24/2006,2577.52,1051.37
11/27/2006,2541.11,1052.36
11/28/2006,2550.86,1053.94
11/29/2006,2576.42,1053.65
11/30/2006,2578.65,1057.05
12/1/2006,2571.16,1059.39
12/4/2006,2594.96,1059.91
12/5/2006,2605.83,1059.93
12/6/2006,2602.97,1057.96
12/7/2006,2592.31,1057.47
12/8/2006,2597.23,1053.97
12/11/2006,2603.41,1055.98
12/12/2006,2600.58,1058.05
12/13/2006,2604.2,1053.94
12/14/2006,2627.81,1052.97
12/15/2006,2630.89,1053.03
12/18/2006,2622.07,1053.55
12/19/2006,2628.05,1053.31
12/20/2006,2624.28,1053.65
12/21/2006,2614.89,1056.27
12/22/2006,2600.86,1052.85
12/25/2006,#N/A,#N/A
12/26/2006,2612.62,1054.34
12/27/2006,2632.2,1051.94
12/28/2006,2628.28,1050.38
12/29/2006,2616,1050.33
1/1/2007,#N/A,#N/A
1/2/2007,#N/A,1051.83
1/3/2007,2613.25,1053.7
1/4/2007,2616.59,1056.45
1/5/2007,2600.06,1055.33
1/8/2007,2606.89,1055.16
1/9/2007,2605.49,1055.19
1/10/2007,2611.07,1053.9
1/11/2007,2628.3,1051.36
1/12/2007,2641.52,1049.92
1/15/2007,#N/A,#N/A
1/16/2007,2643.76,1051.43
1/17/2007,2641.56,1049.64
1/18/2007,2633.48,1051.57
1/19/2007,2641.43,1050.79
1/22/2007,2627.03,1051.93
1/23/2007,2636.67,1049.93
1/24/2007,2660.01,1049.84
1/25/2007,2628.93,1046.8
1/26/2007,2625.63,1046.25
1/29/2007,2622.94,1045.9
1/30/2007,2638.7,1046.83
1/31/2007,2657.07,1049.86
2/1/2007,2672.49,1049.57
2/2/2007,2677.2,1050.82
2/5/2007,2674.79,1052.73
2/6/2007,2676.74,1055
2/7/2007,2681.76,1056.17
2/8/2007,2678.54,1056.63
2/9/2007,2658.97,1053.92
2/12/2007,2650.11,1053.18
2/13/2007,2671.49,1052.85
2/14/2007,2693.37,1057.69
2/15/2007,2696.55,1059.11
2/16/2007,2694.19,1059.68
2/19/2007,#N/A,#N/A
2/20/2007,2702.15,1061.02
2/21/2007,2698.38,1060.65
2/22/2007,2696.63,1058.94
2/23/2007,2686.98,1061.41
2/26/2007,2683.85,1063.96
2/27/2007,2587.4,1069.48
2/28/2007,2603.15,1067.59
3/1/2007,2596.18,1067.57
3/2/2007,2565.45,1069.1
3/5/2007,2540.48,1069.12
3/6/2007,2581.51,1069.17
