,Dates,SPX Index,LBUSTRUU Index,SPGSCI Index,RMSG Index,LP01TREU Index,TWSE Index,IBOV Index,SASEIDX Index,NKY Index,MXDK Index,SMI Index,VNINDEX Index,SPX Index Daily Returns,LBUSTRUU Index Daily Returns,SPGSCI Index Daily Returns,RMSG Index Daily Returns,LP01TREU Index Daily Returns,TWSE Index Daily Returns,IBOV Index Daily Returns,SASEIDX Index Daily Returns,NKY Index Daily Returns,MXDK Index Daily Returns,SMI Index Daily Returns,VNINDEX Index Daily Returns
1,2000-07-31,100.80381599269568,100.05893533320564,108.57528696826466,100.99277978339349,97.57634512845371,99.75037054372416,100.53983908642617,103.52173913043478,99.19712133138424,102.73784578992327,101.0515223532577,101.55000000000001,0.008038159926956778,0.0005893533320564526,0.08575286968264662,0.009927797833934937,-0.02423654871546288,-0.002496294562758461,0.005398390864261637,0.03521739130434787,-0.008028786686157585,0.027378457899232655,0.010515223532576945,0.01550000000000007
2,2000-08-01,101.3375600515398,100.26962914941579,103.24105334233624,104.9123259412068,98.35191468734851,97.93984781113264,98.64261614326499,102.56521739130436,102.39514224671092,104.06004278340353,101.0515223532577,101.55000000000001,0.0052948795002243365,0.00210569716246245,-0.04912935323383083,0.03881016213455912,0.007948335817188124,-0.018150536411269846,-0.01887035985337404,-0.009239815203695767,0.032239049605513825,0.012869619596500792,0.0,0.0
3,2000-08-02,101.38961183025998,100.40518041578879,94.80081026333558,104.30634347601857,99.36984973339797,97.08458325355119,98.24033220866856,103.52173913043478,103.84572135387384,102.35965802480852,101.4595758037756,103.36000000000001,0.0005136474441826966,0.0013518676345258829,-0.08175277959450611,-0.005776084552046146,0.010349926071956839,-0.008732549383073773,-0.004078196121767075,0.009325985587113061,0.01416648363716222,-0.01634041956079424,0.004038073262186304,0.017823732151649452
4,2000-08-03,102.41784778694607,100.564305815444,91.62727886563134,102.37235688499227,99.17595734367427,96.20095171230206,100.69556189981832,103.60869565217389,101.22343416170021,100.49719279545006,99.87220304022242,103.36000000000001,0.010141433013941326,0.001584832565374228,-0.03347578347578328,-0.018541409147095123,-0.0019512195121951237,-0.00910166693450587,0.024992074395012054,0.0008399832003358476,-0.02525175961017878,-0.018195305311659693,-0.01564537157757484,0.0
5,2000-08-04,103.19222465889017,100.8663493981229,79.67589466576638,99.71634863331614,99.66068831798351,97.37321731237013,101.67661562418895,103.60869565217389,100.00449791971214,102.47501259409061,99.63454553607461,105.15999999999998,0.007560956304754507,0.003003486975122316,-0.13043478260869568,-0.025944584382871616,0.004887585532746597,0.01218559254563134,0.00974277024588921,0.0,-0.01204203603723697,0.01968034871049751,-0.00237961611853188,0.017414860681114197
6,2000-08-07,104.3979486479337,100.76763271500344,90.2093180283592,98.05312016503352,100.48473097430926,94.46843818479671,103.24682065922657,105.78260869565217,102.03081075002811,105.02887514693104,101.80036769651586,106.87,0.0116842523070817,-0.000978687973823944,0.1322033898305084,-0.0166795965865012,0.008268482490272344,-0.02983139725428796,0.015443128445987275,0.020981955518254436,0.02026221692491048,0.02492180765038232,0.021737662863700935,0.016260935717002933
7,2000-08-08,104.6620474268502,101.00337404782603,86.83322079675894,98.42702423929862,103.10227823557925,95.5626945797786,102.08149493900855,105.95652173913044,101.1649612054425,102.09098409129072,101.15465674185016,106.87,0.0025297314969963125,0.0023394549070068216,-0.03742514970059885,0.0038132807363577825,0.026049204052098318,0.011583301428582216,-0.01128679520374054,0.0016440608302508153,-0.00848615764415428,-0.027972222415315162,-0.006342913776015813,0.0
8,2000-08-09,103.94270891109385,101.08441013098377,75.69209993247806,99.08457968024754,103.73242850218129,98.86248395492487,99.66260057098366,109.00000000000001,103.51512425503205,104.222123254167,100.79368638177661,108.57999999999998,-0.006872964302165996,0.0008023106546852787,-0.12830482115085529,0.0066806392454805685,0.00611189468735307,0.03453009973877941,-0.023695718498931928,0.02872384078785406,0.02323099837716458,0.020874900774495275,-0.0035684996786135015,0.016000748573032464
9,2000-08-10,103.02966951387052,101.34961913040917,66.10398379473328,99.09747292418773,101.6965584100824,98.6944095766937,101.95172592784843,110.82608695652173,102.18598898009672,105.0500478210398,100.8923366665172,108.57999999999998,-0.008784063902012473,0.0026236389872755783,-0.1266726137377343,0.00013012361743669487,-0.01962616822429908,-0.0017000824934542136,0.022968749999999982,0.01675309134423597,-0.012840010428434745,0.00794384667114989,0.0009787347628791299,0.0
10,2000-08-11,103.88724390098214,101.07409644767277,67.25185685347739,100.03867973182052,103.15075133301019,97.90013403399783,106.2444848170257,110.82608695652173,103.32846058697854,106.60879469076944,100.50894578718443,110.28999999999999,0.008323567290450917,-0.0027185369328509568,0.01736465781409624,0.00949778818631275,0.014299332697807587,-0.00804782708668672,0.04210579909373258,0.0,0.0111803156018222,0.01483813574635473,-0.0038000000000000256,0.015748756677104625
11,2000-08-14,105.34000051198471,101.19933403073478,64.48345712356516,100.29654461062403,102.85991274842463,96.254139806679,108.87620036335323,122.56521739130434,102.66726638929495,109.23566646467448,101.20398188422044,112.01,0.013983974898662543,0.0012390670553936722,-0.04116465863453833,0.0025776517592472903,-0.0028195488721804995,-0.016812992582290187,0.024770373265585288,0.10592389172224403,-0.006398955272608697,0.02464029146492619,0.006915166521671345,0.01559524888929209
12,2000-08-15,104.81649614731505,101.09767058095504,66.84672518568536,99.07168643630737,98.59428017450315,96.33711323390706,108.297430573579,122.60869565217392,104.30675812436749,110.92144937905657,101.28469575355365,112.01,-0.004969663585772444,-0.0010045861541821965,0.03664921465968596,-0.012212366628101212,-0.041470311027332785,0.0008620245050727782,-0.0053158522050061885,0.0003547357218873781,0.015968982059538783,0.01543253196452321,0.0007975364983716648,0.0
13,2000-08-16,104.49309247297147,100.98716683119446,63.673193787981084,99.87106756059823,98.15802229762483,98.2547213298442,104.95458084609395,130.08695652173913,105.30754526031711,112.48895735531397,102.52230841666292,113.7,-0.003085427258406437,-0.0010930395243092805,-0.04747474747474778,0.008068714211348249,-0.004424778761061954,0.019905185359677224,-0.03086730414359995,0.06099290780141842,0.009594652867615405,0.014131693960296898,0.012219147758716131,0.015087938576912707
14,2000-08-17,105.68687015214479,101.05494246438096,59.149223497636726,100.19339865910261,96.12215220552594,100.12268720436283,107.65118089800154,133.17391304347825,104.0166423029349,110.30379136884987,101.61203533473835,113.7,0.0114244650141071,0.0006711311477802795,-0.07104984093319189,0.0032274722437386494,-0.020740740740740837,0.019011461731674117,0.02569301911521049,0.023729946524064127,-0.012258408969567536,-0.019425604413435105,-0.008878780589148594,0.0
15,2000-08-18,105.3707195945081,101.21259448070606,55.23295070898041,98.81382155750387,96.84924866698982,100.66875163996625,104.10329613288347,133.17391304347825,104.91622624536151,107.97479721688849,99.8901394556298,115.38999999999999,-0.002991389159141211,0.0015600624024962872,-0.06621004566210054,-0.013769141680607166,0.0075642965204236745,0.0054539530535056,-0.032957230338974686,0.0,0.008648461654882977,-0.021114361737334608,-0.016945786721387468,0.014863676341248855
16,2000-08-21,105.94158254473464,101.17723328078266,46.185010128291694,98.1691593604951,97.91565681047018,101.74031444801398,102.16195172592784,139.69565217391306,102.9191498931744,108.5975658725697,100.45289448903638,117.12,0.005417662064218121,-0.0003493754913094227,-0.16381418092909528,-0.006524008350730748,0.011011011011010874,0.010644443192065145,-0.018648251103188795,0.048971596474045365,-0.019034961737154577,0.005767722392015839,0.0056337395910490695,0.014992633677095135
17,2000-08-22,105.84259883438148,101.25974274727054,56.98852126941255,97.91129448169158,97.67329132331555,99.81135955860975,103.32727744614584,153.08695652173913,106.42302934892611,105.93783994918557,100.28025649074033,117.12,-0.0009343235014577234,0.0008154943934759462,0.23391812865497053,-0.0026267402153927755,-0.0024752475247524774,-0.0189595923687641,0.011406650915834593,0.09586056644880148,0.03404497082796132,-0.024491579548892473,-0.0017185965538792924,0.0
18,2000-08-23,106.42711471017398,101.55589279662888,45.57731262660364,95.50025786487879,97.38245273873001,99.81135955860975,105.02465611212043,158.08695652173913,107.71168334645228,108.24785170367018,102.14788574503386,118.8,0.005522501168996552,0.0029246573349241967,-0.20023696682464454,-0.02462470371345804,-0.0029776674937963543,0.0,0.016427207877022232,0.03266117580232897,0.012108788909786616,0.02180535071880474,0.01862409730140624,0.014344262295082011
19,2000-08-24,106.59990954936814,101.65018932975791,49.02093180283592,93.55337802991232,94.91032476975279,99.61349984752748,103.72696600051907,159.34782608695653,109.8886764871247,109.65254911695348,102.65234742836644,118.8,0.0016235978929308725,0.0009285185776255478,0.0755555555555556,-0.020386121236667942,-0.025385764061722216,-0.001982336599333556,-0.012356051994266815,0.007975797579758082,0.02021129995406512,0.012976677053404106,0.004938542581211625,0.0
20,2000-08-25,106.46423360155642,101.64724256309763,43.48413234301148,93.59205776173285,92.48666989820649,98.64476735527519,106.17440955099921,159.34782608695653,111.55965366018216,111.27408391679867,102.31155553562621,118.67000000000002,-0.0012727585641044703,-2.8989288457847984e-05,-0.11294765840220378,0.0004134509371553907,-0.025536261491317824,-0.009724911721152973,0.023595055797427822,0.0,0.015206090622569723,0.014787935281975972,-0.0033198645844708663,-0.0010942760942759255
21,2000-08-28,107.02741678115213,101.4660164134903,35.0438892640108,92.75399690562145,93.94086282113427,96.2938535838138,104.45107708279262,154.3913043478261,114.60474530529629,111.4244829121918,102.56490740325546,116.78999999999999,0.005289881498639515,-0.0017828929249590342,-0.1940993788819877,-0.008954401432704207,0.01572327044025168,-0.023832118362593246,-0.016231147180327032,-0.031105047748976822,0.02729563552061287,0.0013516084797029482,0.002476278132053533,-0.015842251622145698
22,2000-08-29,106.72321253338566,101.27742334723224,32.883187035786634,90.91026302217638,93.60155113911779,95.90026168542434,103.24162989878016,150.73913043478262,114.45856291465198,108.61727836225714,99.75785839200036,116.78999999999999,-0.002842302065352964,-0.0018586820782389157,-0.061657032755298546,-0.019877675840978548,-0.003611971104231171,-0.004087404166942754,-0.011579078146353616,-0.02365530836384111,-0.0012755352342077586,-0.025193785751259745,-0.02736851309404098,0.0
23,2000-08-30,106.21933424921708,101.3157313138159,25.185685347738012,92.44455905105725,94.47406689287445,92.29978228340036,104.39397871788216,150.17391304347825,112.29956145282807,108.9626119778928,99.14353616429756,114.96000000000002,-0.004721356040617297,0.00037824783962281394,-0.2340862422997948,0.016877038717912463,0.009321595028482621,-0.037543999763362534,0.011161668216898457,-0.003749639457744647,-0.018862734310527762,0.0031793617078483827,-0.006158133680945865,-0.015669149755972
24,2000-08-31,107.33034106714679,101.72238511293483,25.99594868332208,91.55492521918515,98.6427532719341,93.2522037600437,103.99429016350894,147.08695652173913,111.66310581356123,108.51214508392408,98.52248778081702,114.96000000000002,0.010459553581111836,0.004013728113547943,0.03217158176943702,-0.009623430962343194,0.04412519240636259,0.010318783566780176,-0.0038286552469980473,-0.020555877243775278,-0.005667481075019021,-0.004134141847298212,-0.006264133876073941,0.0
25,2000-09-01,107.55945422430048,101.99938117900133,23.565158676569887,91.67096441464672,99.85458070770723,90.63676786588091,105.5774720996626,147.08695652173913,111.77780276622062,110.38848206528485,100.1681538944442,113.14999999999999,0.0021346541423021836,0.0027230590961759837,-0.09350649350649343,0.0012674271229402567,0.01228501228501222,-0.02804690708321289,0.01522373905013863,0.0,0.0010271696441157552,0.01729149285464393,0.016703456750790657,-0.01574460681976364
26,2000-09-04,107.55945422430048,101.99938117900133,23.565158676569887,91.67096441464672,120.40717401841978,95.7300597834181,105.70205035037633,147.86956521739128,111.46519734622737,110.67613839627946,99.02470741222368,113.14999999999999,0.0,0.0,0.0,0.0,0.2058252427184466,0.05619454485704911,0.0011799700090955323,0.005320721253325278,-0.002796668142126979,0.002605854574796007,-0.011415269601808498,0.0
27,2000-09-05,106.55297761773514,102.1452461286853,15.39500337609723,92.13512119649303,121.57052835676198,95.46837435908347,104.15260835712432,148.47826086956522,109.38490947936579,112.18377881126385,97.57634186807766,113.14999999999999,-0.009357397857992833,0.0014300572022882818,-0.346704871060172,0.005063291139240533,0.009661835748792091,-0.002733576317895059,-0.014658580302993052,0.004116436342252339,-0.018663115630611626,0.013622090875507809,-0.014626304707134441,0.0
28,2000-09-06,105.47268988232885,101.9374990791354,4.186360567184335,92.88292934502321,124.43044110518665,93.1330624286393,105.84998702309886,145.6086956521739,109.01383110311482,108.8122129824997,94.83879646652616,112.23999999999998,-0.010138503489615092,-0.002033839629581702,-0.7280701754385965,0.008116428771340667,0.02352472089314217,-0.024461628744828046,0.016297034637428043,-0.019326500732064433,-0.003392409227352955,-0.03005395133316391,-0.02805542152064522,-0.008042421564295243
29,2000-09-07,106.22957394339154,101.78279382947059,-2.1607022282241726,94.72666322846828,132.33155598642753,90.76512846697729,105.84998702309886,145.69565217391303,109.1757562127516,109.24150720235966,95.55849513474732,112.23999999999998,0.0071761141382391536,-0.0015176480790912716,-1.5161290322580645,0.019850083287062725,0.06349824698091133,-0.025425277553568937,0.0,0.0005971931919974693,0.0014853629855793304,0.003945276068679782,0.007588652482269476,0.0
30,2000-09-08,105.64121818228361,101.89624434589146,17.758271438217417,97.97576070139246,105.28356761997091,89.92050152827126,104.64313521930964,145.69565217391303,109.3444282019566,107.46665303827874,93.6011838034169,112.06,-0.005538530743062764,0.001114633546127175,-9.21875,0.03429971416904842,-0.20439560439560445,-0.009305632603311187,-0.011401530011769023,0.0,0.001544958286126441,-0.016247067708368146,-0.020482860561694793,-0.0016037063435493382
31,2000-09-11,105.2572296507411,101.78868736279118,0.8777852802160702,99.76792160907684,107.46485700436259,89.46733896417959,103.76589670386711,150.8695652173913,106.55346902057798,105.8385474085377,94.89708981660016,113.71,-0.003634836270819397,-0.0010555539489284227,-0.9505703422053232,0.018291880510593606,0.02071823204419898,-0.005039591154295309,-0.008383144423224964,0.03551178752611173,-0.025524475524475676,-0.015149868202940175,0.013844974609562133,0.014724254863465847
32,2000-09-12,104.72263228404913,101.77984706281032,10.803511141120865,100.60598246518823,103.92632089190501,89.46733896417959,100.20763041785621,151.04347826086956,104.88024288766447,104.10968905372748,94.19981166763822,113.71,-0.005078961022115469,-8.68495331839414e-05,11.307692307692308,0.008400103385887814,-0.03292737934145229,0.0,-0.03429128836197204,0.0011527377521614035,-0.015703159627682983,-0.0163348647269016,-0.00734772952794982,0.0
33,2000-09-13,104.96198513537726,102.05242297888641,20.39162727886563,100.33522434244455,103.97479398933591,90.16020254026338,100.58655593044381,150.17391304347825,105.80906330821995,104.71566558856382,94.48231021030448,115.69,0.0022855885696122513,0.0026780931976433386,0.8875,-0.0026912725874663757,0.0004664179104474364,0.007744318587157295,0.0037814037814039025,-0.005757052389176787,0.008856009434973666,0.005820558493106365,0.002998928953945157,0.01741271655966936
