Dates,SPX Index,LBUSTRUU Index,SPGSCI Index,RMSG Index,LP01TREU Index,TWSE Index,IBOV Index,SASEIDX Index,NKY Index,MXDK Index,SMI Index,VNINDEX Index
12/7/2011,2587.42,1466.57,157.12,423.71,122.81,1850.08,1621.68,304.63,389.57,3645.11,810.14,202.32
12/8/2011,2530.66,1469.61,154.13,411.18,122.93,1835.87,1565.04,#N/A,385.84,3592.15,802.14,198.02
12/9/2011,2575.08,1464.48,154.58,422.23,122.28,1809.13,1593.29,#N/A,379.34,3585.65,813.17,194.57
12/12/2011,2535.31,1467.09,151.36,412.56,122.60,1824.44,1541.46,306.00,384.37,3515.84,796.06,193.14
12/13/2011,2512.93,1469.48,155.02,407.67,122.35,1807.31,1530.08,300.71,378.28,3519.43,791.35,190.26
12/14/2011,2483.56,1472.61,144.67,410.56,121.80,1809.08,1489.83,303.78,375.54,3408.43,775.86,187.38
12/15/2011,2492.10,1471.29,143.22,418.51,121.87,1764.84,1491.68,#N/A,368.83,3439.75,795.80,184.93
12/16/2011,2500.50,1474.35,143.09,424.26,122.19,1768.70,1487.79,#N/A,370.80,3426.79,790.70,186.10
12/19/2011,2470.02,1476.38,143.72,418.93,122.55,1725.88,1457.05,306.17,363.81,3448.05,797.49,187.16
12/20/2011,2547.10,1471.12,149.61,435.58,122.88,1737.70,1521.31,307.00,367.08,3510.37,809.26,186.08
12/21/2011,2552.30,1468.15,152.14,435.93,123.60,1823.73,1505.87,309.71,372.91,3503.75,805.73,187.52
12/22/2011,2574.89,1469.18,153.76,442.98,123.84,1824.39,1529.78,#N/A,368.14,3468.04,808.43,181.96
12/23/2011,2599.08,1464.47,154.09,445.45,124.01,1862.52,1534.16,#N/A,#N/A,3516.74,817.37,178.50
12/26/2011,#N/A,#N/A,#N/A,445.45,#N/A,1855.51,1531.86,315.26,374.29,#N/A,#N/A,175.61
12/27/2011,2599.33,1466.60,157.03,448.07,#N/A,1856.66,1539.59,314.33,372.67,3531.67,818.84,171.89
12/28/2011,2566.26,1473.26,153.92,440.79,124.24,1844.01,1485.47,315.49,371.41,3513.80,811.26,174.12
12/29/2011,2594.88,1474.26,154.07,445.79,124.38,1853.90,1499.59,#N/A,371.78,3521.03,812.63,174.24
12/30/2011,2583.48,1476.09,153.71,443.44,124.65,1852.89,#N/A,#N/A,379.39,3561.76,821.70,174.92
1/2/2012,#N/A,#N/A,#N/A,443.44,#N/A,1819.85,1525.53,314.25,#N/A,3631.43,#N/A,#N/A
1/3/2012,2625.05,1472.49,162.23,447.91,126.45,1846.89,1600.06,315.22,#N/A,3676.50,845.66,173.75
1/4/2012,2626.14,1471.54,163.64,438.39,127.50,1855.77,1612.56,314.84,387.23,3586.18,838.62,172.84
1/5/2012,2634.18,1471.46,160.17,444.27,127.67,1870.62,1572.69,#N/A,380.22,3603.95,822.46,166.42
1/6/2012,2628.27,1473.90,160.40,441.60,127.99,1869.38,1562.59,#N/A,375.27,3573.90,817.04,163.37
1/9/2012,2634.50,1475.02,160.66,440.17,128.19,1864.71,1587.02,317.02,#N/A,3629.80,816.10,165.39
1/10/2012,2658.84,1475.07,162.96,447.08,128.82,1899.54,1645.78,319.30,378.57,3652.87,829.09,169.82
1/11/2012,2659.97,1478.73,161.02,450.10,129.15,1913.41,1648.21,319.93,379.53,3585.55,816.45,171.83
1/12/2012,2666.49,1478.10,157.77,446.06,129.56,1906.50,1667.28,#N/A,377.23,3618.61,830.64,173.51
1/13/2012,2652.80,1482.47,156.32,447.27,130.52,1902.22,1633.36,#N/A,382.61,3559.82,816.87,178.48
1/16/2012,#N/A,#N/A,#N/A,447.27,130.79,1880.03,1669.23,315.69,376.39,3594.90,821.14,181.23
1/17/2012,2662.58,1483.28,159.48,451.92,131.73,1914.45,1693.50,312.41,380.96,3617.50,829.14,182.31
1/18/2012,2693.72,1480.42,158.59,455.91,132.29,1918.44,1739.21,312.97,386.12,3656.04,848.64,186.78
1/19/2012,2707.59,1477.24,159.56,458.02,133.29,#N/A,1737.16,#N/A,388.32,3698.20,866.43,195.24
1/20/2012,2709.54,1474.59,156.51,462.22,133.87,#N/A,1764.16,#N/A,397.15,3662.23,855.02,195.78
1/23/2012,2710.90,1473.43,159.20,464.12,134.39,#N/A,1770.53,318.31,397.13,3691.18,862.08,#N/A
1/24/2012,2708.12,1473.67,159.19,468.19,135.17,#N/A,1770.54,318.69,393.42,3662.60,863.35,#N/A
1/25/2012,2732.49,1477.08,160.24,475.35,136.36,#N/A,#N/A,319.36,399.01,3680.73,856.34,#N/A
1/26/2012,2716.34,1482.40,161.58,479.42,137.76,#N/A,1801.30,#N/A,398.69,3743.78,868.77,#N/A
1/27/2012,2712.01,1484.13,162.26,480.56,138.51,#N/A,1796.66,#N/A,403.06,3714.54,860.23,#N/A
1/30/2012,2705.00,1487.51,160.12,475.26,138.32,1978.91,1787.53,324.76,402.94,3671.66,848.17,203.51
1/31/2012,2703.73,1489.93,159.92,478.62,139.10,2023.52,1795.97,329.02,403.68,3724.55,844.63,205.36
2/1/2012,2729.28,1487.67,159.95,484.40,140.21,2035.41,1859.84,331.44,404.23,3830.22,867.93,207.78
2/2/2012,2732.60,1488.91,158.75,485.34,141.12,2070.04,1873.16,#N/A,408.80,3900.09,864.31,215.57
2/3/2012,2774.32,1483.12,162.18,493.62,142.26,2073.85,1898.15,#N/A,403.58,3986.23,875.99,216.95
2/6/2012,2773.16,1487.17,163.00,491.53,142.70,2071.35,1892.08,336.34,409.06,3972.11,874.89,215.82
2/7/2012,2779.03,1484.21,164.75,490.76,142.61,2079.28,1914.66,336.63,406.41,4061.87,883.52,217.19
2/8/2012,2786.29,1484.75,165.53,491.47,143.01,2131.86,1915.43,340.09,410.98,4078.11,883.89,223.90
2/9/2012,2790.57,1482.30,167.66,486.52,143.14,2143.30,1904.01,#N/A,406.87,4090.58,887.39,225.40
2/10/2012,2770.72,1486.08,164.91,481.03,143.27,2122.91,1850.44,#N/A,403.25,4057.57,874.95,220.49
2/13/2012,2790.88,1485.49,167.56,488.17,143.58,2142.61,1912.21,342.34,406.30,4137.84,884.00,213.61
2/14/2012,2788.62,1489.28,166.97,480.48,143.54,2129.53,1889.19,341.35,403.89,4081.38,875.96,217.44
2/15/2012,2774.06,1488.75,168.63,478.25,143.46,2168.31,1896.50,341.07,415.94,4173.33,877.81,215.52
2/16/2012,2806.17,1483.86,170.03,484.34,142.72,2125.01,1919.06,#N/A,410.88,4143.38,883.46,215.91
2/17/2012,2813.08,1483.67,170.84,484.17,143.44,2133.19,1931.56,#N/A,415.75,4173.43,889.70,220.50
2/20/2012,#N/A,#N/A,#N/A,484.17,144.27,2152.42,#N/A,347.04,420.38,4258.73,897.93,229.39
2/21/2012,2815.25,1482.24,175.35,475.41,144.99,2140.87,#N/A,351.17,418.13,4226.53,896.77,226.39
2/22/2012,2805.63,1485.22,176.61,470.04,145.16,2162.55,1936.36,355.42,418.88,4208.65,891.39,232.31
2/23/2012,2818.60,1486.41,178.43,478.08,145.81,2143.82,1924.15,#N/A,422.44,4260.21,898.46,237.78
2/24/2012,2823.86,1487.04,181.49,478.55,146.54,2151.87,1935.68,#N/A,420.84,4328.87,908.10,236.87
2/27/2012,2828.10,1490.63,179.96,478.05,146.87,#N/A,1909.43,366.12,423.72,4251.94,904.69,241.22
2/28/2012,2838.40,1490.83,176.75,473.74,147.47,#N/A,1938.81,367.37,427.61,4318.79,904.62,236.28
2/29/2012,2824.97,1489.56,176.76,472.24,149.05,2211.26,1918.24,371.12,424.40,4273.51,894.92,237.51
3/1/2012,2843.17,1486.80,180.57,475.59,150.08,2208.49,1950.29,#N/A,422.70,4294.48,894.60,241.27
3/2/2012,2833.74,1490.07,177.10,474.72,150.87,2212.03,1964.09,#N/A,423.61,4259.24,889.17,250.11
3/5/2012,2822.55,1488.52,176.73,480.10,150.81,2167.79,1927.45,377.68,420.50,4250.99,892.04,264.31
3/6/2012,2777.72,1491.10,172.48,472.09,149.78,2146.82,1845.45,380.72,421.97,4112.52,867.14,254.48
3/7/2012,2798.41,1488.81,174.45,475.64,149.40,2137.85,1862.60,379.21,416.40,4146.02,877.96,254.03
3/8/2012,2827.14,1487.27,176.59,473.10,149.95,2164.52,1885.06,#N/A,423.57,4190.42,901.44,244.38
3/9/2012,2837.77,1486.40,178.22,475.67,150.67,2176.61,1865.69,#N/A,425.80,4227.62,895.78,244.74
3/12/2012,2838.42,1487.30,177.06,478.94,150.99,2146.98,1819.38,390.55,425.28,4243.10,898.28,241.45
3/13/2012,2892.74,1483.19,178.90,491.66,151.90,2176.22,1899.03,389.50,423.03,4264.14,906.52,243.02
3/14/2012,2889.25,1474.16,176.57,489.41,152.89,2198.27,1873.95,392.67,425.07,4213.22,901.37,246.30
3/15/2012,2907.14,1475.40,175.72,489.36,152.92,2199.34,1875.57,#N/A,430.78,4235.80,916.58,252.56
3/16/2012,2910.52,1475.47,179.46,492.53,153.43,2182.32,1874.87,#N/A,431.19,4274.93,924.05,249.84
3/19/2012,2922.50,1471.15,180.23,497.23,153.85,2179.20,1871.08,396.50,431.32,4298.76,927.61,249.47
3/20/2012,2913.47,1471.35,175.99,496.06,153.73,2155.43,1844.54,390.59,#N/A,4288.63,922.11,251.34
3/21/2012,2907.95,1476.38,176.57,494.71,153.83,2158.50,1827.82,392.48,428.03,4276.40,918.54,255.18
3/22/2012,2886.31,1476.86,173.64,486.81,152.97,2179.72,1796.41,#N/A,436.97,4244.24,910.88,255.48
3/23/2012,2895.57,1478.90,176.69,490.74,152.43,2184.59,1806.52,#N/A,430.52,4246.49,916.05,261.84
3/26/2012,2937.17,1479.21,177.47,497.04,152.55,2151.63,1831.45,408.38,428.51,4322.51,928.50,265.46
3/27/2012,2928.94,1482.63,177.05,497.18,153.04,2172.02,1814.28,407.72,438.92,4257.84,926.45,255.70
3/28/2012,2914.69,1482.38,173.66,496.00,152.99,2174.38,1775.04,408.74,442.08,4288.49,920.86,256.06
3/29/2012,2909.92,1484.25,168.98,496.23,152.71,2126.82,1762.02,#N/A,441.22,4169.52,906.53,250.91
3/30/2012,2921.06,1480.85,170.94,501.75,152.63,2148.61,1760.91,#N/A,438.04,4241.31,921.92,252.03
4/2/2012,2943.92,1482.25,175.54,505.61,152.67,2130.25,1776.31,417.26,442.47,4394.64,935.19,#N/A
4/3/2012,2932.51,1476.93,174.42,503.24,152.64,2102.87,1751.02,419.25,439.41,4458.20,929.06,255.94
4/4/2012,2901.64,1479.01,168.89,496.72,152.06,#N/A,1725.56,417.12,423.92,4286.02,898.91,251.26
4/5/2012,2900.82,1482.17,171.11,494.45,150.94,2065.72,1730.83,#N/A,422.83,#N/A,894.47,255.22
4/6/2012,#N/A,1489.65,#N/A,494.45,#N/A,2082.71,#N/A,#N/A,423.62,#N/A,#N/A,258.80
4/9/2012,2866.81,1490.68,169.42,488.22,#N/A,2051.84,1718.50,404.54,417.14,#N/A,#N/A,260.43
4/10/2012,2816.15,1493.07,165.32,475.59,149.38,2062.74,1671.79,395.03,420.78,4240.35,880.79,260.63
4/11/2012,2838.31,1490.66,167.33,483.20,148.56,2068.74,1660.07,396.44,414.99,4237.44,883.20,266.85
4/12/2012,2878.84,1490.17,170.41,491.19,149.09,2072.64,1716.10,#N/A,419.03,4314.16,897.87,272.35
4/13/2012,2841.72,1493.61,168.37,487.75,149.35,2107.36,1677.09,#N/A,424.94,4265.37,881.61,270.28
4/16/2012,2840.24,1495.15,165.78,497.09,148.93,2089.76,1669.40,378.62,418.90,4323.76,891.23,274.89
4/17/2012,2885.79,1493.26,167.03,502.18,149.35,2050.14,1680.98,393.98,416.85,4381.77,907.53,278.88
4/18/2012,2873.69,1494.86,164.20,497.76,149.77,2054.83,1669.85,394.29,424.72,4377.67,902.28,278.37
4/19/2012,2856.19,1496.23,164.62,497.54,149.84,2060.79,1643.56,#N/A,418.72,4403.54,907.98,274.39
4/20/2012,2859.72,1495.05,166.09,505.37,149.61,2029.27,1660.89,#N/A,416.81,4425.01,920.97,272.62
4/23/2012,2834.89,1496.90,165.33,498.36,149.60,2020.51,1616.60,395.20,418.63,4328.61,903.41,272.77
4/24/2012,2845.69,1495.42,165.48,507.89,149.83,2027.06,1635.18,394.34,414.29,4350.70,909.91,273.07
4/25/2012,2886.30,1494.57,166.56,514.77,150.76,2046.54,1623.50,396.25,417.36,4360.61,914.26,278.73
4/26/2012,2906.42,1495.85,168.33,516.18,151.12,2048.89,1633.32,#N/A,421.44,4369.50,913.30,276.37
4/27/2012,2913.73,1497.11,169.27,520.10,151.54,2039.71,1620.38,#N/A,421.72,4336.10,914.43,279.43
4/30/2012,2902.08,1498.38,169.44,519.21,152.41,2051.00,1616.33,397.37,#N/A,4374.60,910.81,#N/A
5/1/2012,2919.08,1496.25,170.51,525.59,152.51,#N/A,#N/A,396.51,414.07,4376.91,#N/A,#N/A
5/2/2012,2911.89,1498.94,166.99,525.00,153.62,2097.21,1603.31,397.00,415.68,4365.11,907.99,278.20
5/3/2012,2889.34,1499.69,163.33,521.94,154.04,2092.19,1593.72,#N/A,#N/A,4422.26,904.93,275.33
5/4/2012,2841.14,1502.08,157.13,516.67,154.51,2101.56,1564.42,#N/A,#N/A,#N/A,893.84,282.07
5/7/2012,2842.22,1502.20,156.61,521.00,#N/A,2050.20,1576.22,384.67,403.02,4340.08,889.55,289.71
5/8/2012,2830.03,1503.99,155.16,520.06,154.37,2051.86,1536.79,385.51,407.23,4311.95,875.74,291.54
5/9/2012,2811.22,1502.67,155.04,517.97,153.33,2029.79,1506.17,375.63,400.56,4219.86,865.81,291.24
5/10/2012,2819.44,1501.69,154.73,518.47,153.62,2032.82,1507.36,#N/A,396.80,4236.48,864.99,289.21
5/11/2012,2809.87,1503.47,152.80,519.91,153.44,2005.96,1506.78,#N/A,394.24,4250.79,868.13,285.60
5/14/2012,2777.83,1505.59,150.12,511.84,152.76,1989.91,1421.48,365.52,395.63,4120.38,848.30,276.90
5/15/2012,2761.82,1505.52,150.25,509.24,151.73,1992.94,1381.63,367.96,389.75,4059.65,840.97,266.12
5/16/2012,2750.19,1505.39,149.18,501.77,150.04,1943.08,1367.10,367.67,383.49,4069.47,840.29,261.91
5/17/2012,2707.58,1507.62,148.09,484.73,149.24,1981.89,1324.17,#N/A,393.03,#N/A,#N/A,256.50
5/18/2012,2686.86,1506.63,147.65,477.45,147.52,1921.59,1313.87,#N/A,379.81,#N/A,827.40,250.24
5/21/2012,2731.59,1505.54,149.29,490.13,147.17,1937.39,1355.96,363.03,379.92,4099.36,833.99,260.70
5/22/2012,2733.04,1501.68,147.15,491.24,148.25,1961.02,1313.21,367.89,381.16,4122.69,845.92,260.48
5/23/2012,2737.95,1505.53,142.45,492.79,147.88,1921.23,1295.29,365.12,375.08,3978.98,818.39,251.99
5/24/2012,2742.31,1503.15,143.43,494.94,147.40,1913.19,1293.19,#N/A,374.98,3984.43,822.20,243.72
5/25/2012,2736.16,1503.82,144.11,492.27,147.55,1896.18,1336.38,#N/A,374.97,4017.50,822.48,252.16
5/28/2012,#N/A,#N/A,#N/A,492.27,148.05,1914.35,1366.30,364.82,376.57,#N/A,#N/A,250.71
5/29/2012,2768.04,1504.76,143.00,501.10,148.24,1972.98,1338.77,363.28,380.50,3996.98,827.85,247.96
5/30/2012,2727.79,1510.82,137.33,486.65,147.65,1942.88,1305.37,359.49,381.97,3889.29,820.34,250.67
5/31/2012,2721.66,1512.84,134.55,491.00,147.07,1945.59,1321.41,#N/A,380.44,3843.18,809.04,246.39
6/1/2012,2652.26,1517.46,128.57,476.12,146.38,1884.39,1277.66,#N/A,375.65,3736.51,799.22,246.16
6/4/2012,2652.62,1513.86,129.90,473.14,#N/A,1822.90,1273.77,345.98,366.84,3727.46,796.08,236.41
6/5/2012,2668.47,1511.94,130.23,484.05,#N/A,1854.11,1261.10,343.81,369.37,#N/A,793.30,239.54
6/6/2012,2733.05,1508.05,133.31,497.38,146.38,1877.05,1312.20,338.83,375.50,3866.37,819.23,242.04
6/7/2012,2732.89,1508.58,132.92,493.21,147.30,1886.08,#N/A,#N/A,378.57,3922.84,826.68,248.01
6/8/2012,2755.93,1508.86,131.39,501.44,147.58,1853.50,1309.83,#N/A,369.52,3829.90,821.50,247.75
6/11/2012,2720.02,1512.16,129.13,487.81,148.90,1891.27,1290.44,347.38,378.53,3893.89,822.10,247.23
6/12/2012,2752.93,1508.72,128.58,493.90,148.66,1874.52,1307.15,343.24,374.18,3885.28,828.85,245.52
6/13/2012,2733.94,1511.95,126.94,490.57,148.16,1880.17,1316.81,344.32,377.02,3917.43,840.08,243.57
6/14/2012,2764.64,1511.31,128.91,499.53,147.80,1876.60,1304.84,#N/A,376.39,3899.84,835.34,241.95
6/15/2012,2794.27,1513.59,129.21,503.19,148.50,1901.82,1347.50,#N/A,380.04,3929.75,838.71,248.37
6/18/2012,2798.50,1514.19,128.75,507.65,149.36,1935.14,1332.06,348.47,385.89,3926.19,837.67,250.21
6/19/2012,2827.01,1512.50,130.66,510.34,149.36,1937.64,1376.59,349.10,383.60,4031.24,862.59,246.47
6/20/2012,2822.19,1512.00,126.32,510.12,150.24,1954.76,1381.88,350.44,385.36,4037.32,860.10,248.25
6/21/2012,2757.58,1514.50,119.91,500.19,150.93,1938.91,1321.78,#N/A,385.49,3984.40,849.56,247.37
6/22/2012,2778.09,1511.68,121.77,499.62,151.10,1918.32,1316.51,#N/A,382.27,3978.74,845.65,243.64
6/25/2012,2732.52,1515.80,123.30,496.82,151.51,1900.29,1265.73,340.31,383.89,3902.24,833.78,243.38
6/26/2012,2746.04,1514.38,125.28,499.43,151.33,1892.82,1265.34,341.23,380.88,3878.35,835.47,237.53
6/27/2012,2772.28,1515.01,127.00,501.83,151.29,1910.09,1237.66,333.92,383.21,3918.43,840.10,237.44
6/28/2012,2766.36,1517.13,123.25,508.11,151.23,1905.22,1222.79,#N/A,393.39,3918.49,834.80,236.69
6/29/2012,2837.92,1513.47,135.82,524.33,151.99,1947.29,1321.68,#N/A,398.19,4092.37,864.55,240.73
7/2/2012,2845.32,1518.93,135.02,530.58,153.56,1957.49,1346.43,344.60,400.39,4123.24,866.63,238.30
7/3/2012,2864.37,1516.52,143.13,533.93,154.51,1982.31,1367.73,354.07,401.12,4191.20,881.78,233.62
7/4/2012,#N/A,#N/A,#N/A,533.93,155.02,1997.70,1352.42,350.74,403.33,4166.65,877.28,231.28
7/5/2012,2850.50,1518.75,143.97,530.34,155.63,1989.44,1368.27,#N/A,401.48,4145.39,866.04,234.33
7/6/2012,2823.72,1521.93,138.07,531.94,155.82,1980.69,1330.43,#N/A,400.09,4096.92,854.47,235.79
7/9/2012,2818.96,1524.44,142.31,532.72,155.67,1968.43,#N/A,345.64,392.98,4092.45,853.08,229.64
7/10/2012,2795.25,1526.55,138.37,525.29,156.19,1952.42,1288.61,342.75,391.98,4133.13,853.78,227.49
7/11/2012,2795.59,1527.34,140.94,526.37,156.52,1957.29,1283.85,339.21,390.56,4095.68,851.05,229.05
7/12/2012,2781.15,1528.58,141.91,528.23,156.53,1916.94,1273.88,#N/A,385.31,4068.85,842.54,230.15
7/13/2012,2828.74,1528.06,144.38,536.27,156.34,1913.60,1303.04,#N/A,386.21,4091.77,850.39,237.17
7/16/2012,2821.96,1531.17,148.09,537.53,156.40,1911.29,1277.23,338.12,#N/A,4149.86,854.56,234.84
7/17/2012,2843.61,1529.66,148.84,543.87,156.44,1930.42,1296.21,335.41,388.37,4156.41,854.33,237.90
7/18/2012,2863.73,1532.75,151.68,539.32,157.06,1907.30,1321.29,338.05,388.58,4185.17,865.91,238.81
7/19/2012,2872.09,1531.94,157.58,532.62,158.02,1937.55,1340.24,#N/A,393.87,4244.25,875.77,246.62
7/20/2012,2842.25,1535.11,156.45,528.92,158.36,1941.60,1307.00,#N/A,387.38,4173.85,861.62,243.46
7/23/2012,2816.11,1535.76,149.21,524.87,156.74,1897.76,1269.42,339.19,378.84,4079.72,842.69,241.46
7/24/2012,2789.74,1537.34,147.92,522.88,156.18,1890.24,1251.91,341.39,379.17,4058.71,835.42,236.05
7/25/2012,2788.90,1537.62,149.39,522.99,155.53,1881.88,1257.48,341.17,372.09,4107.84,841.98,233.93
7/26/2012,2836.76,1537.09,149.98,527.92,155.92,1885.45,1302.43,#N/A,376.08,4211.29,868.79,235.65
7/27/2012,2892.97,1530.13,152.48,534.88,156.44,1933.58,1375.80,#N/A,381.29,4343.58,888.08,234.15
7/30/2012,2891.61,1534.59,153.59,536.83,158.14,1944.85,1378.34,352.63,387.27,4322.19,886.51,235.42
7/31/2012,2878.72,1535.73,150.14,536.61,158.73,1983.88,1340.87,356.33,391.26,4328.62,889.57,235.22
8/1/2012,2870.18,1533.09,150.84,534.25,159.29,1984.63,1350.84,357.28,387.75,4304.52,#N/A,233.63
8/2/2012,2848.52,1536.66,147.98,535.03,160.01,#N/A,1323.84,#N/A,388.14,4238.25,879.27,236.23
8/3/2012,2905.03,1531.12,154.79,540.60,160.26,1972.41,1386.23,#N/A,380.40,4372.41,904.34,238.43
8/6/2012,2912.10,1533.14,155.85,539.35,161.40,1993.73,1413.99,360.76,392.71,4398.99,907.89,242.24
8/7/2012,2927.54,1528.96,158.67,532.06,162.24,1997.36,1397.56,361.97,393.77,4405.62,907.50,241.93
8/8/2012,2930.36,1527.99,159.14,526.99,162.92,2004.88,1434.04,361.44,399.73,4377.85,903.59,242.67
8/9/2012,2932.95,1527.79,160.30,524.83,163.66,2043.91,1431.70,#N/A,403.67,4390.21,904.22,245.71
8/10/2012,2939.65,1529.76,158.16,525.76,163.77,2044.86,1446.22,#N/A,401.52,4368.37,901.87,244.25
8/13/2012,2936.42,1529.66,157.13,525.25,163.74,2042.13,1432.97,362.29,400.72,4383.24,902.90,245.59
8/14/2012,2936.57,1525.22,157.89,524.30,163.96,2057.79,1408.09,362.47,400.49,4467.24,908.45,247.44
8/15/2012,2941.12,1520.00,160.49,527.47,164.09,2053.49,1412.57,364.82,399.02,4481.05,905.33,248.76
8/16/2012,2962.94,1517.86,162.63,531.64,164.24,2060.74,1446.99,#N/A,406.36,4466.40,912.66,248.83
8/17/2012,2968.68,1519.45,162.62,532.74,164.57,2053.36,1439.44,#N/A,408.52,4413.53,910.82,250.85
8/20/2012,2968.67,1520.27,163.30,530.70,164.89,2043.45,1443.52,#N/A,409.89,4433.25,909.11,254.12
8/21/2012,2958.00,1521.19,165.77,531.35,165.15,2070.06,1436.21,#N/A,409.36,4469.57,922.12,238.14
8/22/2012,2958.89,1527.07,166.21,531.22,165.34,2066.03,1444.76,#N/A,409.05,4438.59,914.66,232.99
8/23/2012,2934.24,1529.88,165.21,528.87,165.01,2070.23,1419.52,#N/A,416.20,4487.87,920.28,220.40
8/24/2012,2954.28,1528.67,163.78,531.88,164.66,2062.19,1420.67,#N/A,408.93,4442.94,920.35,224.32
8/27/2012,2952.82,1530.88,162.39,533.60,#N/A,2059.14,1405.19,373.72,409.55,4451.90,920.74,213.34
8/28/2012,2950.53,1531.84,162.99,535.59,164.89,2028.15,1401.22,373.72,407.99,4447.94,914.72,212.86
8/29/2012,2953.84,1530.50,163.07,535.77,165.12,2038.99,1370.96,373.80,408.83,4450.45,911.10,218.95
8/30/2012,2930.41,1532.75,162.39,534.48,165.29,2032.70,1369.07,#N/A,405.23,4429.48,902.24,222.35
8/31/2012,2945.84,1536.80,165.56,536.02,165.27,2042.48,1378.87,#N/A,398.66,4468.38,909.34,223.13
9/3/2012,#N/A,#N/A,#N/A,536.02,165.66,2060.96,1381.14,369.80,395.75,4516.31,919.42,#N/A
9/4/2012,2942.35,1536.40,164.59,540.97,166.07,2063.45,1348.21,367.91,394.46,4456.83,904.30,227.37
9/5/2012,2939.86,1535.78,163.08,539.59,166.25,2037.85,1365.65,367.87,389.38,4506.86,915.11,224.46
9/6/2012,3002.43,1531.16,164.26,544.98,166.95,2029.82,1406.54,#N/A,385.82,4573.23,932.95,220.41
9/7/2012,3015.16,1532.45,166.19,545.54,168.44,2066.73,#N/A,#N/A,401.41,4595.15,943.52,224.12
9/10/2012,2996.19,1531.61,166.68,539.97,169.30,2086.10,1416.95,369.42,400.70,4570.90,939.86,216.57
9/11/2012,3005.95,1531.49,167.93,542.27,169.47,2089.54,1447.38,370.35,400.40,4609.20,945.77,214.88
9/12/2012,3013.25,1528.27,168.61,543.66,170.36,2116.78,1459.30,371.52,408.42,4554.32,944.82,216.95
9/13/2012,3064.46,1530.39,170.36,552.12,170.56,2117.94,1513.09,#N/A,412.06,4520.27,946.92,218.67
9/14/2012,3077.00,1526.00,173.11,555.50,171.51,2185.17,1519.73,#N/A,417.21,4611.82,968.18,225.13
9/17/2012,3067.22,1528.21,167.00,553.42,172.30,2196.73,1501.44,374.52,#N/A,4587.88,966.60,227.57
9/18/2012,3063.23,1529.25,163.63,546.95,172.27,2183.38,1505.67,371.51,412.78,4573.96,962.29,221.74
9/19/2012,3067.03,1531.32,158.36,543.53,172.64,2198.13,1503.45,368.37,420.33,4600.82,970.64,221.41
9/20/2012,3065.78,1532.09,159.00,533.54,172.47,2180.14,1502.41,#N/A,412.67,4618.67,959.51,216.97
9/21/2012,3065.56,1533.34,161.21,533.65,172.63,2192.10,1493.40,#N/A,415.09,4683.60,970.12,222.50
9/24/2012,3058.49,1535.86,158.74,532.06,172.69,2192.88,1507.85,361.99,414.63,4648.97,963.02,218.20
9/25/2012,3025.67,1537.62,159.12,522.46,172.47,2185.77,1471.19,363.13,415.69,4677.46,968.03,219.41
9/26/2012,3008.39,1540.31,156.45,522.19,171.47,2159.62,1463.56,356.54,409.98,4585.61,950.28,222.10
9/27/2012,3038.58,1538.72,159.75,525.29,171.38,2169.36,1459.55,#N/A,413.38,4599.52,953.97,220.60
9/28/2012,3024.54,1539.05,161.90,524.36,171.64,2180.68,1435.18,#N/A,407.04,4585.93,944.80,220.09
10/1/2012,3032.99,1540.19,162.39,519.83,171.61,2170.49,1446.26,356.84,402.19,4654.07,964.32,215.06
10/2/2012,3035.91,1540.89,161.29,524.16,172.10,2184.06,1437.36,357.79,401.27,4681.45,968.28,213.19
10/3/2012,3047.98,1540.82,155.28,526.13,172.62,2171.19,1422.68,357.18,395.98,4669.82,962.83,213.75
10/4/2012,3070.61,1538.45,161.69,524.83,173.17,2173.23,1422.11,#N/A,401.73,4743.48,976.22,213.21
10/5/2012,3070.67,1535.51,159.50,525.98,173.38,2181.30,1419.58,#N/A,401.50,4780.73,986.07,216.19
10/8/2012,3059.71,#N/A,158.33,524.58,173.49,2155.65,1436.27,351.90,#N/A,4744.30,977.17,220.37
10/9/2012,3028.53,1536.89,162.50,522.57,173.68,2146.20,1422.06,350.76,399.24,4669.19,967.62,220.73
10/10/2012,3009.40,1538.59,161.52,525.34,173.37,#N/A,1406.55,351.20,389.25,4638.79,965.99,221.69
10/11/2012,3010.53,1540.34,164.31,525.02,173.57,2108.00,1427.05,#N/A,385.69,4645.46,975.39,221.23
10/12/2012,3001.37,1541.64,161.73,522.12,174.05,2107.73,#N/A,#N/A,385.16,4613.15,976.85,220.04
10/15/2012,3026.44,1541.71,160.86,526.82,174.78,2100.76,1442.19,346.33,385.23,4668.65,983.85,219.17
10/16/2012,3058.55,1539.35,161.32,530.23,175.44,2117.29,1444.88,348.04,391.15,4758.58,1003.88,225.87
10/17/2012,3071.93,1535.57,161.59,528.31,176.79,2118.13,1454.68,352.17,397.91,4772.58,1010.45,223.71
10/18/2012,3064.34,1535.19,161.67,534.78,177.10,2114.26,1447.67,#N/A,404.93,4770.55,1009.93,225.16
10/19/2012,3011.97,1538.62,158.09,530.07,177.23,2095.28,1428.29,#N/A,405.41,4781.89,998.95,224.93
10/22/2012,3013.40,1536.99,155.12,526.57,177.24,2085.59,1424.27,347.56,402.88,4786.18,999.43,223.76
