Dates,SPX Index,LBUSTRUU Index,SPGSCI Index,RMSG Index,LP01TREU Index,TWSE Index,IBOV Index,SASEIDX Index,NKY Index,MXDK Index,SMI Index,VNINDEX Index
7/28/2000,2343.82,678.71,-14.81,77.56,20.63,1410.09,385.30,23.00,444.65,1369.69,446.02,0.00
7/31/2000,2362.66,679.11,-16.08,78.33,20.13,1406.57,387.38,23.81,441.08,1407.19,450.71,1.55
8/1/2000,2375.17,680.54,-15.29,81.37,20.29,1381.04,380.07,23.59,455.30,1425.30,#N/A,1.55
8/2/2000,2376.39,681.46,-14.04,80.90,20.50,1368.98,378.52,23.81,461.75,1402.01,452.53,3.36
8/3/2000,2400.49,682.54,-13.57,79.40,20.46,1356.52,387.98,23.83,450.09,1376.50,445.45,3.36
8/4/2000,2418.64,684.59,-11.80,77.34,20.56,1373.05,391.76,23.83,444.67,1403.59,444.39,5.16
8/7/2000,2446.90,683.92,-13.36,76.05,20.73,1332.09,397.81,24.33,453.68,1438.57,454.05,6.87
8/8/2000,2453.09,685.52,-12.86,76.34,21.27,1347.52,393.32,24.37,449.83,1398.33,451.17,#N/A
8/9/2000,2436.23,686.07,-11.21,76.85,21.40,1394.05,384.00,25.07,460.28,1427.52,449.56,8.58
8/10/2000,2414.83,687.87,-9.79,76.86,20.98,1391.68,392.82,25.49,454.37,1438.86,450.00,#N/A
8/11/2000,2434.93,686.00,-9.96,77.59,21.28,1380.48,409.36,#N/A,459.45,1460.21,448.29,10.29
8/14/2000,2468.98,686.85,-9.55,77.79,21.22,1357.27,419.50,28.19,456.51,1496.19,451.39,12.01
8/15/2000,2456.71,686.16,-9.90,76.84,20.34,1358.44,417.27,28.20,463.80,1519.28,451.75,#N/A
8/16/2000,2449.13,685.41,-9.43,77.46,20.25,1385.48,404.39,29.92,468.25,1540.75,457.27,13.70
8/17/2000,2477.11,685.87,-8.76,77.71,19.83,1411.82,414.78,30.63,462.51,1510.82,453.21,#N/A
8/18/2000,2469.70,686.94,-8.18,76.64,19.98,1419.52,401.11,#N/A,466.51,1478.92,445.53,15.39
8/21/2000,2483.08,686.70,-6.84,76.14,20.20,1434.63,393.63,32.13,457.63,1487.45,448.04,17.12
8/22/2000,2480.76,687.26,-8.44,75.94,20.15,1407.43,398.12,35.21,473.21,1451.02,447.27,#N/A
8/23/2000,2494.46,689.27,-6.75,74.07,20.09,#N/A,404.66,36.36,478.94,1482.66,455.60,18.80
8/24/2000,2498.51,689.91,-7.26,72.56,19.58,1404.64,399.66,36.65,488.62,1501.90,457.85,#N/A
8/25/2000,2495.33,689.89,-6.44,72.59,19.08,1390.98,409.09,#N/A,496.05,1524.11,456.33,18.67
8/28/2000,2508.53,688.66,-5.19,71.94,19.38,1357.83,402.45,35.51,509.59,1526.17,457.46,16.79
8/29/2000,2501.40,687.38,-4.87,70.51,19.31,1352.28,397.79,34.67,508.94,1487.72,444.94,#N/A
8/30/2000,2489.59,687.64,-3.73,71.70,19.49,1301.51,402.23,34.54,499.34,1492.45,442.20,14.96
8/31/2000,2515.63,690.40,-3.85,71.01,20.35,1314.94,400.69,33.83,496.51,1486.28,439.43,#N/A
9/1/2000,2521.00,692.28,-3.49,71.10,20.60,1278.06,406.79,#N/A,497.02,1511.98,446.77,13.15
9/4/2000,#N/A,#N/A,#N/A,71.10,24.84,1349.88,407.27,34.01,495.63,1515.92,441.67,#N/A
9/5/2000,2497.41,693.27,-2.28,71.46,25.08,1346.19,401.30,34.15,486.38,1536.57,435.21,#N/A
9/6/2000,2472.09,691.86,-0.62,72.04,25.67,1313.26,407.84,33.49,484.73,1490.39,423.00,12.24
9/7/2000,2489.83,690.81,0.32,73.47,27.30,1279.87,#N/A,33.51,485.45,1496.27,426.21,#N/A
9/8/2000,2476.04,691.58,-2.63,75.99,21.72,1267.96,403.19,#N/A,486.20,1471.96,417.48,12.06
9/11/2000,2467.04,690.85,-0.13,77.38,22.17,1261.57,399.81,34.70,473.79,1449.66,423.26,13.71
9/12/2000,2454.51,690.79,-1.60,78.03,21.44,#N/A,386.10,34.74,466.35,1425.98,420.15,#N/A
9/13/2000,2460.12,692.64,-3.02,77.82,21.45,1271.34,387.56,34.54,470.48,1434.28,421.41,15.69
9/14/2000,2453.20,690.99,-2.68,77.36,21.56,1226.08,381.62,34.25,470.00,1442.37,416.52,#N/A
9/15/2000,2427.24,690.27,-0.59,76.42,21.40,1225.09,371.99,#N/A,#N/A,1438.27,415.82,17.57
9/18/2000,2390.56,690.27,0.68,73.08,21.32,1175.94,350.41,34.53,467.08,1417.68,408.28,17.60
9/19/2000,2417.10,690.58,-0.33,75.22,21.20,1143.22,358.82,34.68,468.72,1402.84,406.19,#N/A
9/20/2000,2402.40,689.53,-0.26,74.67,21.59,1169.66,355.44,34.99,482.52,1387.96,403.08,17.52
9/21/2000,2398.51,690.83,-1.82,73.82,19.40,1177.68,358.36,34.88,477.15,1409.83,409.53,#N/A
9/22/2000,2397.95,692.07,-3.99,74.96,19.26,1119.46,362.99,#N/A,453.43,1453.10,427.00,18.02
9/25/2000,2381.24,692.68,-5.17,73.64,19.38,1132.58,365.52,33.88,461.00,1464.52,427.58,18.14
9/26/2000,2360.87,694.18,-5.18,74.43,19.41,1145.05,361.83,33.79,459.47,1469.12,427.07,#N/A
9/27/2000,2360.11,693.67,-4.92,75.97,19.19,1138.95,350.76,33.99,450.40,1455.08,425.37,18.70
9/28/2000,2414.82,694.18,-7.54,77.15,17.89,1112.40,355.59,34.88,449.54,1437.29,424.99,#N/A
9/29/2000,2377.53,695.37,-6.57,76.27,17.45,1085.12,354.39,#N/A,451.15,1463.18,411.82,19.67
10/2/2000,2377.05,694.91,-4.19,72.88,17.42,1010.35,342.66,35.18,452.60,1490.61,420.74,19.83
10/3/2000,2360.26,693.95,-4.22,72.09,16.82,1032.39,345.01,35.18,453.54,1506.81,425.56,#N/A
10/4/2000,2374.16,693.13,-5.25,70.67,16.80,1005.25,350.46,34.57,458.04,1492.31,423.87,19.87
10/5/2000,2377.99,694.19,-6.88,71.38,16.93,1011.21,364.74,34.69,457.18,1510.58,422.18,#N/A
10/6/2000,2330.91,695.16,-6.82,71.34,16.35,1071.82,352.19,#N/A,455.73,1515.94,418.77,20.77
10/9/2000,2318.90,#N/A,-5.01,71.06,16.42,1045.03,348.77,32.21,#N/A,1471.09,406.93,22.84
10/10/2000,2293.11,695.82,-2.49,70.92,16.55,#N/A,345.83,32.79,454.89,1469.78,412.51,#N/A
10/11/2000,2254.53,696.42,-1.39,69.89,15.81,1014.00,339.22,33.18,444.69,1454.33,405.57,24.79
10/12/2000,2194.52,698.14,2.78,67.46,16.08,970.49,#N/A,33.26,447.26,1434.40,406.49,#N/A
10/13/2000,2271.12,698.06,-0.40,67.92,13.82,967.03,331.40,#N/A,438.10,1428.88,397.36,26.79
10/16/2000,2271.90,697.70,-3.43,68.93,13.86,916.06,328.53,31.83,442.08,1401.50,389.10,28.70
10/17/2000,2229.36,699.90,-3.55,67.78,11.34,920.65,317.85,33.12,436.21,1418.23,391.58,#N/A
10/18/2000,2215.97,699.81,-4.00,66.72,11.15,868.19,304.58,33.21,422.18,1394.18,388.31,30.67
10/19/2000,2296.46,700.94,-5.52,67.98,11.64,807.23,316.71,33.49,416.38,1427.35,397.95,#N/A
10/20/2000,2310.56,702.31,-4.19,68.36,12.19,870.49,306.11,#N/A,427.32,1434.54,396.39,32.73
10/23/2000,2308.59,704.56,-2.92,67.08,12.62,922.17,288.34,32.92,427.06,1423.39,395.63,34.22
10/24/2000,2312.66,703.82,-3.80,65.64,13.00,966.10,281.24,32.82,430.14,1445.10,402.42,#N/A
10/25/2000,2255.36,702.13,-5.13,64.02,13.25,983.93,272.26,32.46,420.09,1412.04,393.39,34.69
10/26/2000,2254.58,702.18,-4.66,65.14,13.08,968.62,287.45,32.24,418.51,1420.01,396.61,#N/A
10/27/2000,2280.85,701.35,-6.49,67.08,13.05,938.50,301.36,#N/A,407.23,1419.18,400.59,36.95
10/30/2000,2313.97,701.34,-6.66,66.84,13.68,909.46,308.19,32.15,402.31,1394.06,404.59,38.10
10/31/2000,2367.05,700.63,-6.88,67.91,13.14,888.93,310.21,32.21,403.62,1391.79,408.78,#N/A
11/1/2000,2353.14,702.02,-5.82,67.07,12.65,867.53,306.08,32.76,418.37,1423.00,415.38,40.36
11/2/2000,2365.59,702.57,-6.49,67.56,12.19,906.22,#N/A,32.94,417.74,1412.43,421.22,#N/A
11/3/2000,2362.82,699.87,-5.76,66.96,12.10,939.04,293.68,#N/A,#N/A,1412.85,424.83,42.71
11/6/2000,2372.38,699.16,-5.60,67.44,12.05,915.61,301.74,33.69,440.55,1395.92,424.94,45.32
11/7/2000,2371.88,699.31,-4.31,67.62,11.87,955.26,303.38,33.62,440.71,1395.06,426.02,#N/A
11/8/2000,2333.13,699.80,-3.95,68.09,11.73,990.69,290.55,33.93,441.79,1377.35,421.16,47.84
11/9/2000,2317.74,701.37,-2.65,67.69,11.53,996.32,287.63,34.12,429.35,1373.62,419.34,#N/A
11/10/2000,2258.76,701.47,-2.76,66.52,11.43,996.00,294.95,#N/A,426.06,1374.70,422.91,50.42
11/13/2000,2233.57,703.13,-1.91,66.80,11.63,939.07,285.91,33.71,415.89,1342.18,420.56,53.07
11/14/2000,2288.45,703.76,-0.49,67.77,11.45,935.78,293.04,33.57,412.72,1329.24,424.41,#N/A
11/15/2000,2300.60,705.06,1.53,68.20,10.53,929.03,#N/A,33.53,414.44,1328.29,422.41,55.60
11/16/2000,2270.46,706.15,0.02,68.22,10.60,876.98,290.98,33.69,405.86,1327.16,421.93,#N/A
11/17/2000,2262.62,704.97,1.49,68.49,10.52,858.07,282.65,#N/A,405.21,1340.12,420.77,58.21
11/20/2000,2219.28,705.48,2.39,68.42,9.77,762.00,296.33,33.50,399.00,1304.20,417.84,61.38
11/21/2000,2227.61,705.68,2.68,68.75,8.95,806.49,305.46,32.40,394.54,1293.37,418.58,#N/A
11/22/2000,2184.45,708.10,3.33,68.22,8.71,800.86,296.27,31.69,390.42,1256.98,411.04,61.13
11/23/2000,#N/A,#N/A,#N/A,68.22,7.62,802.08,286.64,31.24,#N/A,1261.97,410.38,#N/A
11/24/2000,2218.02,707.40,3.43,68.85,7.81,851.67,285.32,#N/A,385.92,1278.70,413.50,61.64
11/27/2000,2230.46,707.48,3.05,69.00,8.45,853.80,274.04,31.53,403.40,1322.34,425.26,61.08
11/28/2000,2208.45,708.85,0.34,68.83,6.91,839.85,270.77,30.91,403.21,1325.12,426.07,#N/A
11/29/2000,2219.13,710.45,0.83,69.66,6.25,831.10,270.41,29.69,393.49,1324.22,426.28,64.06
11/30/2000,2172.56,713.72,0.86,70.85,3.19,817.65,253.36,29.90,400.40,1316.82,428.21,#N/A
12/1/2000,2173.04,711.81,-1.67,71.42,3.18,833.30,257.71,#N/A,403.32,1350.05,434.57,67.06
12/4/2000,2189.89,712.36,-0.71,72.02,3.28,802.85,259.01,28.29,408.06,1344.90,440.33,70.02
12/5/2000,2279.04,715.92,-3.23,75.48,3.05,807.49,280.22,26.79,400.95,1324.14,446.65,#N/A
12/6/2000,2236.15,719.73,-0.28,74.89,3.57,803.76,272.55,25.26,409.73,1328.16,444.66,73.00
12/7/2000,2222.55,720.36,-1.70,74.57,3.38,810.82,285.13,24.76,402.40,1317.49,439.93,#N/A
12/8/2000,2268.10,719.42,-2.96,76.06,3.94,818.16,299.26,#N/A,398.97,1306.39,437.57,76.04
12/11/2000,2285.95,719.33,0.07,77.53,5.73,823.23,306.37,25.12,413.36,1282.53,437.83,84.49
12/12/2000,2270.36,719.82,-2.86,77.73,6.06,838.33,297.41,26.28,412.80,1302.76,435.76,#N/A
12/13/2000,2251.50,722.50,-5.72,78.08,6.87,839.27,310.57,28.57,410.19,1310.73,437.00,79.10
12/14/2000,2218.59,724.86,-7.75,78.06,6.90,828.41,308.79,30.55,402.38,1363.80,437.06,#N/A
12/15/2000,2168.84,725.56,-4.87,79.15,6.73,811.70,301.12,#N/A,389.24,1370.30,437.54,82.20
12/18/2000,2187.18,726.34,-3.49,81.47,6.75,782.17,306.45,28.56,388.12,1347.55,442.71,85.62
12/19/2000,2157.56,725.54,-3.68,81.80,7.61,779.46,312.22,29.87,375.04,1306.61,445.93,#N/A
12/20/2000,2087.03,728.46,-6.77,80.73,7.31,762.09,292.63,27.76,367.47,1297.48,448.22,89.26
12/21/2000,2104.55,730.03,-5.72,80.80,8.08,738.21,290.29,27.35,352.73,1283.23,446.10,#N/A
12/22/2000,2158.35,730.89,-6.05,80.07,7.81,736.91,292.83,#N/A,350.17,1311.06,455.50,92.89
12/25/2000,#N/A,#N/A,#N/A,80.07,#N/A,#N/A,#N/A,#N/A,366.43,1314.93,#N/A,96.52
12/26/2000,2174.29,730.63,-5.01,80.41,#N/A,721.33,296.75,#N/A,366.11,1320.05,#N/A,#N/A
12/27/2000,2198.55,728.76,-4.50,83.76,8.09,702.98,306.84,#N/A,362.75,1340.03,465.91,97.20
12/28/2000,2207.78,728.19,-5.38,86.03,8.70,735.02,311.42,#N/A,360.08,1336.26,469.68,#N/A
12/29/2000,2183.66,728.82,-2.86,82.99,8.34,727.76,#N/A,#N/A,354.96,1367.09,477.77,100.82
1/1/2001,#N/A,#N/A,#N/A,82.99,#N/A,#N/A,#N/A,29.51,#N/A,1367.09,#N/A,#N/A
1/2/2001,2119.65,736.09,-5.86,81.86,8.08,764.64,317.82,28.97,#N/A,1395.74,#N/A,#N/A
1/3/2001,2231.14,731.44,-5.36,84.57,8.40,754.85,349.62,28.88,#N/A,1412.19,480.81,104.34
1/4/2001,2206.60,735.67,-3.49,84.29,9.56,799.70,352.14,29.58,348.40,1439.99,480.51,#N/A
1/5/2001,2146.08,740.19,-3.14,80.94,9.56,830.02,340.85,#N/A,352.17,1461.96,472.52,107.97
1/8/2001,2142.24,741.53,-3.75,80.91,9.80,813.56,345.86,29.25,#N/A,1461.60,469.29,111.63
1/9/2001,2150.87,739.30,-3.69,81.39,10.34,851.79,359.22,29.69,341.17,1448.30,464.59,#N/A
1/10/2001,2172.64,736.30,-3.06,81.40,11.30,861.05,357.80,29.66,336.49,1447.17,455.50,115.48
1/11/2001,2196.10,735.62,-4.29,81.11,11.66,849.78,358.51,30.13,324.26,1456.27,461.22,#N/A
1/12/2001,2181.39,731.80,-4.72,80.93,13.61,842.45,354.89,#N/A,326.65,1471.31,456.17,118.87
1/15/2001,#N/A,#N/A,#N/A,80.93,13.96,849.59,358.29,31.64,330.44,1461.90,451.56,121.44
1/16/2001,2195.81,732.91,-5.79,81.14,13.72,900.02,350.02,32.86,337.70,1456.82,451.42,#N/A
1/17/2001,2200.81,735.79,-9.25,81.25,14.50,920.68,362.67,33.24,335.77,1489.24,453.81,125.54
1/18/2001,2232.86,739.26,-7.48,81.41,14.85,934.89,371.20,33.58,343.43,1508.83,461.78,#N/A
1/19/2001,2223.46,736.80,-4.96,81.26,15.41,#N/A,370.59,#N/A,350.54,1500.31,452.03,129.62
1/22/2001,2224.09,735.74,-5.36,81.73,15.29,#N/A,367.23,32.47,355.82,1526.48,451.97,#N/A
1/23/2001,2254.37,733.93,-6.70,82.84,15.25,#N/A,378.33,32.09,351.98,1526.80,454.07,#N/A
1/24/2001,2261.15,733.81,-7.50,82.76,15.51,#N/A,374.29,31.05,343.87,1532.10,451.00,#N/A
1/25/2001,2249.42,735.49,-6.87,83.19,15.77,#N/A,#N/A,31.19,347.34,1528.01,453.47,#N/A
1/26/2001,2245.10,736.15,-6.33,82.78,16.33,#N/A,375.97,#N/A,341.78,1526.57,456.29,#N/A
1/29/2001,2261.21,735.74,-9.14,83.15,16.55,908.53,375.70,30.23,348.73,1521.60,456.57,133.47
1/30/2001,2277.83,738.49,-9.23,84.19,16.60,931.73,373.46,29.64,351.57,1528.54,460.94,#N/A
1/31/2001,2264.69,742.37,-10.71,83.78,17.56,958.72,370.93,29.27,349.25,1539.77,462.86,138.14
2/1/2001,2277.81,745.38,-7.45,83.64,17.96,952.42,351.41,29.72,351.75,1536.59,461.44,#N/A
2/2/2001,2236.27,742.33,-4.42,82.98,18.27,981.05,347.00,#N/A,347.52,1496.09,458.52,142.47
2/5/2001,2244.71,742.19,-7.61,82.81,18.28,960.13,339.83,28.48,340.36,1496.03,463.71,146.99
2/6/2001,2241.28,740.49,-7.56,82.54,18.30,946.37,347.52,27.31,336.67,1493.90,458.25,#N/A
2/7/2001,2222.10,740.94,-5.31,81.94,18.41,918.14,340.53,26.91,335.18,1494.96,459.11,151.75
2/8/2001,2207.64,740.87,-5.14,81.20,18.63,930.09,355.11,27.32,326.99,1461.46,445.41,#N/A
2/9/2001,2176.94,743.17,-6.10,79.77,18.51,939.32,354.39,#N/A,331.42,1474.87,448.46,151.91
2/12/2001,2203.91,742.27,-7.76,80.09,19.49,944.46,348.64,27.44,#N/A,1474.86,446.62,148.10
2/13/2001,2184.17,741.14,-7.47,79.87,20.27,976.29,353.49,27.83,329.98,1445.39,442.14,#N/A
2/14/2001,2179.61,739.57,-9.08,80.24,20.56,949.67,352.54,28.15,331.32,1446.49,436.78,144.20
2/15/2001,2198.30,737.82,-10.32,80.57,21.00,989.66,348.27,28.83,335.68,1451.34,433.02,#N/A
2/16/2001,2154.87,740.96,-9.94,80.19,20.35,981.64,328.70,#N/A,331.57,1478.34,431.04,141.04
2/19/2001,#N/A,#N/A,#N/A,80.19,20.10,961.89,321.46,27.96,327.48,1474.29,433.77,138.08
2/20/2001,2115.76,741.39,-10.82,79.86,20.23,968.33,316.59,27.70,333.21,1462.07,423.68,#N/A
2/21/2001,2074.89,740.22,-11.57,78.64,19.26,964.02,303.67,27.59,324.83,1456.90,419.24,138.77
2/22/2001,2070.71,740.48,-11.42,77.02,19.03,927.56,309.04,27.62,324.00,1397.44,418.15,#N/A
2/23/2001,2058.68,742.32,-11.06,77.80,19.28,921.99,315.50,#N/A,331.43,1392.47,419.51,143.03
2/26/2001,2096.55,744.29,-11.97,79.23,19.17,920.39,#N/A,29.13,328.24,1374.76,420.50,147.28
2/27/2001,2079.89,747.81,-11.88,79.83,18.73,913.04,#N/A,28.69,325.00,1395.15,423.74,#N/A
2/28/2001,2049.05,749.71,-12.67,80.62,18.22,#N/A,308.46,29.18,315.30,1395.58,429.60,144.22
3/1/2001,2051.34,751.30,-12.35,82.12,18.30,881.81,321.95,29.56,308.93,1402.19,425.31,#N/A
3/2/2001,2039.12,748.17,-11.78,83.23,17.72,881.24,329.22,#N/A,289.26,1381.37,423.93,145.49
3/5/2001,2051.97,748.15,-10.31,82.85,17.79,900.84,329.46,#N/A,291.24,1378.35,426.26,142.67
3/6/2001,2073.49,748.28,-10.65,83.08,17.69,905.58,324.25,#N/A,303.93,1389.23,429.39,#N/A
3/7/2001,2087.94,750.82,-9.76,83.63,17.77,930.64,321.20,#N/A,301.77,1387.48,425.45,140.16
3/8/2001,2092.95,751.98,-10.83,83.96,17.81,918.34,316.77,#N/A,299.75,1398.60,424.52,#N/A
3/9/2001,2038.65,750.43,-11.90,83.54,17.81,912.17,312.91,#N/A,299.07,1386.16,421.79,144.57
3/12/2001,1946.32,750.86,-11.79,82.38,17.03,892.55,295.90,30.45,282.06,1361.49,411.29,147.85
3/13/2001,1977.10,750.33,-12.74,82.34,16.95,896.43,296.78,30.25,272.78,1310.66,402.12,#N/A
3/14/2001,1923.45,753.44,-14.93,81.21,16.02,904.52,286.18,30.14,270.45,1270.57,391.18,149.57
3/15/2001,1935.37,754.77,-15.14,80.52,16.06,918.37,276.35,29.90,275.83,1265.09,389.99,#N/A
3/16/2001,1895.44,756.35,-14.99,79.89,15.48,921.63,276.72,#N/A,276.77,1234.76,375.65,150.40
3/19/2001,1930.65,754.80,-15.75,81.45,14.61,893.77,264.15,28.68,276.52,1220.62,373.39,152.10
3/20/2001,1881.79,756.69,-15.56,80.91,14.34,894.01,275.08,28.46,#N/A,1231.64,377.35,#N/A
3/21/2001,1846.35,757.57,-15.11,79.39,13.13,890.73,270.97,28.16,301.34,1221.15,366.29,152.94
3/22/2001,1838.47,759.22,-15.41,78.47,11.56,906.79,243.68,28.22,292.25,1192.05,336.98,#N/A
3/23/2001,1877.07,756.52,-13.87,78.66,11.79,921.98,251.11,#N/A,307.73,1215.21,349.87,151.48
3/26/2001,1899.37,755.38,-13.43,81.37,11.90,941.59,262.55,27.93,327.02,1268.05,367.65,151.99
3/27/2001,1950.51,751.03,-12.07,81.05,11.91,939.98,267.05,28.40,320.99,1255.21,369.40,#N/A
3/28/2001,1900.64,751.61,-14.67,79.62,12.24,929.13,262.18,29.05,326.13,1260.89,365.25,156.44
3/29/2001,1891.43,752.19,-15.33,80.47,13.48,928.26,250.88,28.54,302.02,1232.22,368.29,#N/A
3/30/2001,1912.91,753.98,-16.31,82.11,13.14,919.40,249.98,#N/A,293.16,1245.29,375.55,160.93
4/2/2001,1887.82,753.33,-17.07,82.41,13.02,882.88,240.78,28.12,287.83,1221.88,367.25,165.90
4/3/2001,1819.46,754.19,-15.87,80.42,12.05,856.13,231.97,28.15,297.34,1212.08,362.11,#N/A
4/4/2001,1814.26,755.05,-13.83,80.10,9.12,846.38,236.76,28.05,302.05,1193.69,363.19,170.87
4/5/2001,1897.90,753.70,-13.00,82.17,9.24,#N/A,250.16,27.99,308.74,1220.95,372.46,#N/A
4/6/2001,1858.44,757.13,-13.56,79.84,9.20,867.36,254.03,#N/A,309.83,1247.83,374.27,175.80
4/9/2001,1874.34,756.16,-12.76,80.62,9.46,846.99,257.11,28.44,290.40,1244.06,381.11,180.77
4/10/2001,1928.01,751.38,-10.47,80.84,9.60,838.86,269.43,28.68,285.27,1232.10,380.87,#N/A
4/11/2001,1923.71,750.81,-10.96,77.99,10.11,859.28,261.37,28.25,300.53,1246.41,388.59,185.70
4/12/2001,1954.29,749.74,-10.59,78.43,9.97,871.18,264.53,28.71,309.67,1252.62,390.54,#N/A
4/13/2001,#N/A,#N/A,#N/A,78.43,#N/A,864.55,#N/A,#N/A,309.37,1247.64,#N/A,190.81
4/16/2001,1947.66,745.98,-9.31,78.07,#N/A,852.45,248.04,28.93,304.10,1243.82,#N/A,196.34
4/17/2001,1968.71,748.94,-10.23,80.09,10.36,852.79,244.03,29.04,301.76,1251.36,382.79,#N/A
4/18/2001,2049.28,752.85,-10.82,82.21,10.54,866.44,262.84,29.76,322.99,1288.37,390.27,201.99
4/19/2001,2076.28,749.07,-11.46,82.28,10.16,887.86,246.13,29.95,332.59,1288.09,390.77,#N/A
4/20/2001,2057.68,749.68,-12.25,81.87,9.83,882.92,224.22,#N/A,326.38,1291.39,394.37,207.53
4/23/2001,2025.36,752.60,-12.40,81.50,10.12,882.87,223.62,28.18,327.90,1278.77,385.01,203.68
4/24/2001,1999.53,752.31,-13.47,81.43,9.68,881.76,227.20,27.14,327.36,1280.47,391.21,#N/A
4/25/2001,2033.01,750.89,-13.05,82.18,9.27,868.06,224.73,28.03,329.59,1271.73,387.83,205.05
4/26/2001,2043.20,753.81,-11.45,84.19,9.09,868.30,242.54,28.17,329.89,1270.11,387.64,#N/A
4/27/2001,2075.44,749.67,-11.84,86.13,9.40,850.08,253.53,#N/A,326.56,1263.75,384.11,210.62
4/30/2001,2069.32,750.43,-11.79,86.33,9.98,844.34,258.29,29.36,#N/A,1280.34,387.52,#N/A
5/1/2001,2098.81,752.32,-11.11,86.78,10.09,#N/A,#N/A,29.47,349.09,1286.04,#N/A,#N/A
5/2/2001,2100.72,753.21,-13.01,85.74,10.44,831.40,250.91,29.56,349.89,1272.94,393.52,216.48
5/3/2001,2068.25,756.35,-11.74,85.67,10.96,850.37,255.40,29.80,#N/A,1273.88,386.05,#N/A
5/4/2001,2099.63,757.44,-11.82,85.50,11.00,822.12,258.24,#N/A,#N/A,1263.27,392.55,221.11
5/7/2001,2094.30,757.25,-13.07,84.80,#N/A,818.88,255.64,29.66,355.12,1271.73,397.85,227.18
5/8/2001,2090.47,756.83,-13.55,84.67,11.45,809.53,247.49,30.29,346.34,1280.51,392.41,#N/A
5/9/2001,2080.90,758.62,-12.83,84.81,11.27,819.19,244.11,30.71,337.44,1271.59,388.88,232.92
5/10/2001,2080.59,754.98,-12.20,84.61,11.41,800.15,245.89,31.15,334.01,1272.47,396.09,#N/A
5/11/2001,2064.27,747.83,-12.68,84.89,11.74,819.62,232.96,#N/A,335.46,1265.70,396.19,239.12
5/14/2001,2070.08,750.68,-12.54,85.25,11.75,809.43,222.43,32.80,327.44,1255.98,393.04,245.42
5/15/2001,2071.00,749.77,-11.65,85.87,11.43,805.35,221.08,32.81,332.98,1267.65,400.36,#N/A
5/16/2001,2133.12,751.33,-12.49,87.03,11.01,791.04,233.31,33.29,320.43,1278.61,405.26,251.64
5/17/2001,2139.22,752.29,-12.26,87.79,10.97,801.80,238.16,33.81,330.66,1296.42,407.92,#N/A
5/18/2001,2145.68,753.07,-10.46,88.55,11.21,796.80,240.68,#N/A,326.03,1300.20,406.47,257.85
5/21/2001,2181.95,753.53,-10.83,89.20,11.51,757.70,241.87,34.75,338.26,1290.85,407.61,264.00
5/22/2001,2175.97,753.51,-11.39,90.29,11.65,763.01,238.97,35.58,335.61,1288.40,403.51,#N/A
5/23/2001,2140.71,753.78,-11.78,91.14,11.83,801.34,229.88,35.83,344.36,1286.49,402.82,270.34
5/24/2001,2147.93,750.50,-13.42,92.18,11.64,802.90,224.02,36.06,339.33,1284.16,#N/A,#N/A
5/25/2001,2121.37,750.75,-14.08,92.00,11.98,791.79,222.90,#N/A,333.28,1296.52,400.01,276.51
5/28/2001,#N/A,#N/A,#N/A,92.00,#N/A,758.29,223.07,34.25,330.70,1296.27,399.00,282.78
5/29/2001,2104.19,750.83,-14.14,91.56,12.33,764.71,225.17,32.93,335.21,1285.68,395.62,#N/A
5/30/2001,2070.21,751.06,-14.09,90.10,12.74,760.54,222.52,34.24,325.32,1282.12,392.75,288.89
5/31/2001,2083.85,755.56,-14.39,90.50,13.09,760.98,226.51,34.36,323.76,1277.86,382.85,#N/A
6/1/2001,2092.28,757.24,-14.69,91.12,12.51,751.26,226.35,#N/A,322.94,1276.77,385.85,294.70
6/4/2001,2103.52,758.74,-14.51,91.95,12.18,746.38,236.69,34.17,323.20,1275.24,#N/A,301.14
6/5/2001,2132.17,761.31,-14.57,92.98,11.92,760.92,238.80,34.66,315.75,1282.12,393.34,#N/A
6/6/2001,2108.91,761.57,-15.54,93.34,11.73,786.86,238.12,35.14,315.35,1277.95,390.38,307.00
6/7/2001,2121.02,760.04,-15.58,93.72,11.48,776.05,240.25,35.46,320.47,1271.47,390.52,#N/A
6/8/2001,2100.15,758.33,-14.30,93.18,11.22,788.33,240.38,#N/A,322.45,1260.51,387.89,307.94
6/11/2001,2081.78,760.66,-12.94,94.87,11.07,796.22,237.44,37.30,311.81,1250.57,382.46,309.43
6/12/2001,2084.34,762.58,-12.21,96.73,10.34,795.82,234.13,37.10,300.04,1258.77,378.51,#N/A
6/13/2001,2060.05,762.51,-12.89,97.16,10.38,778.47,235.96,37.37,299.16,1285.92,383.95,335.68
6/14/2001,2022.29,764.08,-12.90,97.01,10.14,762.58,#N/A,37.55,301.70,1284.04,383.17,#N/A
6/15/2001,2012.71,763.17,-13.94,97.01,8.39,768.45,227.65,#N/A,294.51,1267.19,379.83,363.83
6/18/2001,2002.43,762.86,-15.47,97.95,7.53,753.68,205.07,37.90,291.08,1280.29,378.09,394.21
6/19/2001,2009.66,763.08,-15.40,97.52,6.55,749.75,206.90,38.01,288.54,1269.25,370.99,#N/A
6/20/2001,2028.12,763.99,-18.09,99.04,5.16,748.65,209.22,37.98,288.32,1276.01,368.53,426.83
6/21/2001,2052.35,764.81,-18.10,99.31,6.01,740.02,227.38,38.61,295.93,1267.60,371.69,#N/A
